"url","title","description","content","publishTime","author"
"https://dantri.com.vn/xa-hoi/pho-chu-tich-quoc-hoi-nguyen-duc-hai-hoi-kien-chu-tich-ha-vien-an-do-20250318151729009.htm","Phó Chủ tịch Quốc hội Nguyễn Đức Hải hội kiến Chủ tịch Hạ viện Ấn Độ","(Dân trí) - Phó Chủ tịch Quốc hội Nguyễn Đức Hải khẳng định chính sách nhất quán của Việt Nam là luôn coi trọng quan hệ với Ấn Độ và mong tiếp tục củng cố tin cậy chính trị, tình hữu nghị giữa hai nước.","Ngày 17/3, trong khuôn khổ chuyến thăm Ấn Độ, Ủy viên Trung ương Đảng, Phó Chủ tịch Quốc hội Nguyễn Đức Hải đã hội kiến Chủ tịch Hạ viện Ấn Độ Om Birla. Ấn Độ là đất nước có quan hệ hữu nghị truyền thống lâu đời và là Đối tác Chiến lược Toàn diện quan trọng của Việt Nam. Phó Chủ tịch Quốc hội khẳng định chính sách nhất quán của Việt Nam là luôn coi trọng quan hệ với Ấn Độ, mong muốn thông qua chuyến thăm lần này tiếp tục củng cố tin cậy chính trị và tình hữu nghị giữa hai nước, hai Quốc hội, góp phần đưa quan hệ hợp tác trên các lĩnh vực tiếp tục đi vào chiều sâu, thực chất hơn nữa. Chủ tịch Hạ viện Ấn Độ Om Birla tiếp Phó Chủ tịch Quốc hội Nguyễn Đức Hải (Ảnh: Quốc hội). Chủ tịch Hạ viện Om Birla cũng khẳng định chuyến thăm của Phó Chủ tịch Quốc hội Nguyễn Đức Hải góp phần củng cố hơn nữa quan hệ hai nước. Ông Om Birla đánh giá cao thành tựu tăng trưởng và phát triển kinh tế của Việt Nam, đồng thời chia sẻ Ấn Độ đang tập trung nguồn lực để phát triển đất nước, hướng tới mục tiêu trở thành quốc gia phát triển. Ông cho rằng hai nước đang đứng trước những cơ hội to lớn để mở rộng hơn nữa quan hệ hợp tác trên các lĩnh vực. Hai bên nhất trí tăng cường trao đổi đoàn cấp cao và các cấp, và giữa lãnh đạo Quốc hội hai nước, ủng hộ mở rộng hợp tác song phương trên các trụ cột chính trị, quốc phòng - an ninh, kinh tế - thương mại - đầu tư, nông nghiệp, văn hóa, du lịch, giao lưu nhân dân. Chủ tịch Hạ viện Ấn Độ đánh giá cao và nhất trí với ý kiến của Phó Chủ tịch Quốc hội Nguyễn Đức Hải về việc cần thúc đẩy hơn nữa thương mại và đầu tư hai chiều, hướng tới mục tiêu kim ngạch thương mại hai chiều đạt 20 tỷ USD trong thời gian tới, triển khai mạnh mẽ các biện pháp nhằm mở cửa hơn nữa thị trường. Hai bên cũng nhất trí tăng cường hợp tác nông nghiệp - lĩnh vực hai nước có nhiều điểm chung; thúc đẩy hợp tác văn hóa, du lịch, gia tăng các tour, tuyến, sản phẩm du lịch và kết nối hàng không giữa hai nước. Phó Chủ tịch Quốc hội Nguyễn Đức Hải cảm ơn Ấn Độ tiếp tục hỗ trợ tài chính và kỹ thuật cho việc trùng tu các nhóm tháp Chăm tại Khu di tích Mỹ Sơn - di sản UNESCO. Ông đề nghị hai nước tăng cường đầu tư và kêu gọi các tập đoàn lớn của Ấn Độ sang đầu tư tại Việt Nam trong các lĩnh vực, đặc biệt là hạ tầng chiến lược, hạ tầng số, công nghệ cao. Phó Chủ tịch Quốc hội Nguyễn Đức Hải khẳng định chính sách nhất quán của Việt Nam là luôn coi trọng quan hệ với Ấn Độ (Ảnh: Quốc hội). Hai bên nhất trí tăng cường hợp tác giữa cơ quan lập pháp của hai nước, thúc đẩy trao đổi giữa các Ủy ban chuyên trách của Quốc hội nhằm chia sẻ kinh nghiệm xây dựng pháp luật, đặc biệt là chia sẻ kinh nghiệm về chuyển đổi số, xây dựng Quốc hội số, đẩy mạnh ứng dụng công nghệ và chuyển đổi số trong nâng cao hiệu quả hoạt động của Quốc hội. Chủ tịch Hạ viện Om Birla cho biết Hạ viện Ấn Độ sẽ sớm thành lập Nhóm Nghị sỹ hữu nghị Ấn Độ - Việt Nam, đồng thời sẵn sàng hỗ trợ Việt Nam đào tạo cán bộ lập pháp và mời các đoàn Đại biểu Quốc hội Việt Nam sang Ấn Độ để trao đổi và chia sẻ kinh nghiệm. Cùng ngày, Phó Chủ tịch Quốc hội Nguyễn Đức Hải đã thăm và làm việc với Cơ quan Kiểm toán và Kiểm soát Ấn Độ. Phó Chủ tịch Quốc hội Nguyễn Đức Hải và Tổng Kiểm toán và Kiểm soát Ấn Độ S.Sanjay Murthy (Ảnh: Quốc hội). Ông đánh giá cao sự hợp tác hiệu quả giữa Kiểm toán Nhà nước Việt Nam và Cơ quan Kiểm toán Ấn Độ, đồng thời khẳng định sự ủng hộ của Quốc hội Việt Nam đối với việc tăng cường hợp tác nhằm thực hiện mục tiêu chung là xây dựng nền tài chính quốc gia minh bạch, lành mạnh và phát triển bền vững. Sau khi nghe Tổng Kiểm toán và Kiểm soát Ấn Độ S.Sanjay Murthy chia sẻ về kinh nghiệm của Ấn Độ trong lĩnh vực kiểm toán, Phó Chủ tịch Quốc hội Nguyễn Đức Hải đề nghị hai bên sớm ký lại Thỏa thuận hợp tác song phương trong lĩnh vực kiểm toán; thúc đẩy hợp tác về chuyên môn, các chương trình đào tạo cán bộ, chuyên gia trong lĩnh vực kiểm toán...","Tue Mar 18 15:26:00 ICT 2025","Anh Thư"
