"URL","Title","Description","Content","PublishTime","Author"
"https://dantri.com.vn/xa-hoi/cuoc-thi-anh-50-nam-vuot-nang-thang-mua-thap-sang-khat-vong-thinh-vuong-20250309184512030.htm","Cuộc thi ảnh ""50 năm vượt nắng thắng mưa - thắp sáng khát vọng thịnh vượng""","(Dân trí) - Chào mừng 50 năm Ngày Giải phóng miền Nam, thống nhất đất nước; 50 xây dựng và phát triển Tổng công ty Điện lực miền Nam (EVNSPC), báo Dân trí phối hợp EVNSPC tổ chức cuộc thi ảnh ""50 năm vượt nắng thắng mưa - thắp sáng khát vọng thịnh vượng"".","Cuộc thi diễn ra từ ngày 10/3 đến 29/4, với tổng giá trị giải thưởng lên đến 100 triệu đồng. Cuộc thi nhằm khắc họa những nỗ lực, đóng góp của EVNSPC trên chặng đường nửa thế kỷ xây dựng và phát triển thông qua những tác phẩm ảnh sáng tạo, bắt những khoảnh khắc và góc nhìn ấn tượng về các công trình mang tính biểu tượng của EVNSPC; nét đẹp của những người thợ điện, cán bộ công nhân viên (CBCNV) EVNSPC trong hoạt động sản xuất kinh doanh. Cuộc thi còn tôn vinh những đóng góp tích cực của ngành điện miền Nam vào sự phát triển kinh tế - xã hội và phục vụ đời sống sinh hoạt của người dân trên địa bàn 21 tỉnh, thành phố phía Nam (trừ TPHCM). Cụ thể, đó là những hoạt động, đóng góp của EVNSPC trong cung cấp điện phục vụ cho đời sống sinh hoạt của người dân, phục vụ sản xuất kinh doanh, phát triển kinh tế, xã hội trên địa bàn; những công trình điện đã góp phần cho sự phát triển công nghiệp, du lịch, nông nghiệp, nông thôn; đóng góp cho sự phát triển, khởi sắc ở vùng sâu, vùng xa, vùng biên giới, hải đảo... Công nhân Điện lực Côn Đảo (Công ty Điện lực Bà Rịa Vũng Tàu) kiểm tra tình hình vận hành lưới điện trên đảo (Ảnh: EVNSPC). Đó cũng có thể là hình ảnh, nét đẹp của công nhân ngành điện miền Nam qua những nỗ lực, sáng tạo, cống hiến, hy sinh trong lao động, sản xuất; những đổi mới trong công cuộc công nghiệp hóa, hiện đại hóa ngành điện; thể hiện phong cách, thái độ phục vụ tận tâm, chuyên nghiệp đối với khách hàng; với đối tác; hoặc nét đẹp gắn với cuộc sống đời thường... Để tham dự cuộc thi, độc giả truy cập vào chuyên trang cuộc thi tại đây và làm theo hướng dẫn. Một bài dự thi hợp lệ sẽ gồm tối đa 5 bức ảnh, tối thiểu là 1 ảnh. Định dạng ảnh: JPG, JPEG, PNG. Dung lượng mỗi ảnh tối đa 5Mb, kích cỡ ngang tối thiểu 3.000pixel. Đường dây 220kV trên biển dài 16,37km đưa điện lưới quốc gia đến với người dân xã đảo Hòn Nghệ, huyện Kiên Lương, tỉnh Kiên Giang (Ảnh: EVNSPC). Ảnh dự thi không được chỉnh sửa (chắp ghép), làm sai sự thật. Ảnh phải do chính tác giả chụp, ưu tiên ảnh được thực hiện trong thời gian diễn ra cuộc thi. Ảnh đã đạt giải tại các cuộc thi khác sẽ không được chấp nhận. Ban tổ chức có quyền yêu cầu tác giả gửi ảnh nguyên gốc để kiểm tra, đối chiếu khi xét giải. Tác phẩm dự thi chỉ hợp lệ khi đảm bảo nội dung thuộc chủ đề, chính xác về địa điểm, con người EVNSPC (tại 21 tỉnh, thành phía Nam từ Ninh Thuận đến Cà Mau, các huyện đảo: Trường Sa, Phú Quý, Côn Đảo, Phú Quốc, Kiên Hải; công trình điện 220kV Kiên Bình - Phú Quốc; các công trình lưới điện 110kV trở xuống). Nếu chụp thợ điện thao tác trên lưới, cần lưu ý, thợ điện phải mặc áo cam, bảo hộ đầy đủ: đeo dây an toàn, găng tay, giày bảo hộ, mũ trắng có logo EVN/EVNSPC. Tác phẩm dự thi không vi phạm quy định pháp luật, thuần phong mỹ tục. Một tác giả được gửi nhiều bài dự thi. Đối tượng tham gia cuộc thi là công dân Việt Nam, các tổ chức đoàn thể, doanh nghiệp, người dân đang là khách hàng của ngành điện lực; phóng viên, nhà báo và cán bộ công nhân viên ngành điện trên cả nước. Trường hợp công dân dự thi chưa đủ 18 tuổi phải có sự đồng ý của người giám hộ (ba, mẹ hoặc người thân trong gia đình từ 18 tuổi trở lên); gửi kèm căn cước công dân, giấy tờ tùy thân có liên quan, trong trường hợp được nhận thưởng. Tổng giải thưởng 100 triệu đồng, bao gồm: 1 Giải nhất: 20 triệu đồng; 2 Giải nhì: 12 triệu đồng/giải; 3 Giải ba: 7 triệu đồng/giải; 10 Giải khuyến khích: 3 triệu đồng/giải; 5 Giải bình chọn: 1 triệu đồng/giải. Các tác phẩm gửi về sẽ được đăng tải ở chuyên trang cuộc thi trên báo Dân trí và Fanpage EVNSPC. Độc giả sẽ bình chọn trực tuyến những bức ảnh yêu thích. Điểm xét giải là tổng điểm tương tác của tác phẩm dự thi tại chuyên trang cuộc thi trên báo Dân trí và Fanpage EVNSPC (40% số điểm) và điểm số từ Ban giám khảo (60% số điểm). Từ chỗ chỉ khoảng 2,5% số hộ dân có điện ngày đầu tiếp quản, sau 50 năm (tính đến hết quý IV/2024), EVNSPC cấp điện đến 100% xã, phường, thị trấn, số hộ dân có điện đạt tỷ lệ 99,9%; trong đó, số hộ dân nông thôn có điện đạt tỷ lệ 99,82%. Điện đã thắp sáng các phum, sóc, thôn, bản; vượt sóng thắp sáng tận các hòn đảo xa xôi vùng cực Nam tổ chức; đến với đồng bào Khmer, Churu, Cơ Tu, Chăm… tại các thôn buôn Tây Nguyên, khu vực Tây Nam Bộ, tạo tiền đề giúp người dân cải thiện đời sống, vươn lên thoát nghèo. Điện cũng là động lực, chắp cánh để Nam Bộ hình thành các vùng kinh tế trọng điểm, năng động của cả nước, thúc đẩy thu hút đầu tư nước ngoài; tạo đà cho công nghiệp, nông nghiệp, du lịch… phát triển mạnh mẽ. EVNSPC đang cấp điện cho 5/12 huyện đảo trên cả nước; trong đó có 3 đảo cấp điện bằng nguồn tại chỗ gồm Phú Quý, Côn Đảo, Trường Sa. Các huyện Kiên Hải, Phú Quốc (Kiên Giang) đều đã được cấp điện lưới quốc gia. Từ hệ thống lưới điện manh mún, nhỏ lẻ ngày đầu tiếp quản, EVNSPC không ngừng đầu tư, phát triển hệ thống lưới điện. Đến nay, tổng công ty đang quản lý, vận hành an toàn 6.559,8 km đường dây 110kV và 70.028,8 km đường dây 22kV. Tổng công ty ghi dấu ấn trên những công trình mang tính biểu tượng như: Dự án cáp ngầm 110 kV xuyên biển Hà Tiên - Phú Quốc - tuyến cáp ngầm lớn nhất Đông Nam Á; đường dây 220kV Kiên Bình - Phú Quốc - đường dây vượt biển dài nhất Đông Nam Á… EVNSC không ngừng ứng dụng thành tựu của cuộc cách mạng công nghiệp lần thứ 4, công nghệ số vào mọi hoạt động như: hệ thống SCADA, tự động hóa lưới điện, sửa chữa điện trên đường dây đang mang điện (hotline), trí tuệ nhân tạo, công tơ điện tử; các phần mềm trong quản trị doanh nghiệp như D-OFFICE, CMIS, ERP,… Đến nay, 100% dịch vụ điện được cung cấp trực tuyến ở mức độ 4 tại Cổng Dịch vụ công quốc gia, Trung tâm Hành chính công và Cổng dịch vụ công của các tỉnh, thành phố. Tổng công ty cũng đã xây dựng, phát triển hệ thống chăm sóc khách hàng đa kênh tiên tiến, hiện đại, phù hợp với xu thế chuyển đối số như: Tổng đài, email, website, Zalo, ứng dụng CSKH EVNSPC,… tiếp nhận và giải quyết các yêu cầu của khách hàng mọi lúc, mọi nơi.","Mon Mar 10 09:30:35 ICT 2025","Trường Thịnh"
