"url","title","description","content","publishTime","author"
"https://dantri.com.vn/giai-tri/cuc-bao-chi-duoc-chuyen-ve-bo-van-hoa-the-thao-va-du-lich-20250301113842195.htm","Cục Báo chí được chuyển về Bộ Văn hóa - Thể thao và Du lịch","(Dân trí) - Theo nghị định mới, Bộ Văn hóa - Thể thao và Du lịch thực hiện chức năng quản lý nhà nước về báo chí; phát thanh và truyền hình; xuất bản, in.","Chính phủ vừa ban hành Nghị định số 43/2025/NĐ-CP ngày 28/2/2025 quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Văn hóa - Thể thao và Du lịch. Ông Nguyễn Văn Hùng - Bộ trưởng Bộ Văn hóa - Thể thao và Du lịch (Ảnh: Phạm Thắng). Theo đó, Bộ Văn hóa - Thể thao và Du lịch là cơ quan của Chính phủ, thực hiện chức năng quản lý nhà nước về văn hóa; gia đình; thể dục, thể thao; du lịch; báo chí; phát thanh và truyền hình; thông tấn; xuất bản, in, phát hành; thông tin điện tử; thông tin cơ sở và thông tin đối ngoại trong phạm vi cả nước; quản lý nhà nước các dịch vụ công trong các ngành, lĩnh vực thuộc phạm vi quản lý nhà nước của bộ. Bộ Văn hóa - Thể thao và Du lịch có 25 đơn vị gồm: 1. Vụ Tổ chức cán bộ; 2. Vụ Kế hoạch, Tài chính; 3. Vụ Pháp chế; 4. Vụ Khoa học công nghệ, Đào tạo và Môi trường; 5. Văn phòng Bộ; 6. Thanh tra Bộ; 7. Cục Di sản văn hóa; 8. Cục Nghệ thuật biểu diễn; 9. Cục Điện ảnh; 10. Cục Bản quyền tác giả; 11. Cục Văn hóa cơ sở, Gia đình và Thư viện; 12. Cục Hợp tác quốc tế; 13. Cục Mỹ thuật, Nhiếp ảnh và Triển lãm; 14. Cục Thể dục thể thao Việt Nam; 15. Cục Du lịch Quốc gia Việt Nam; 16. Cục Văn hóa các dân tộc Việt Nam; 17. Cục Báo chí; 18. Cục Phát thanh, truyền hình và thông tin điện tử; 19. Cục Xuất bản, In và Phát hành; 20. Cục Thông tin cơ sở và Thông tin đối ngoại; 21. Viện Văn hóa, Nghệ thuật, Thể thao và Du lịch Việt Nam; 22. Báo Văn hóa; 23. Tạp chí Văn hóa Nghệ thuật; 24. Trung tâm Chuyển đổi số Văn hóa, Thể thao và Du lịch; 25. Trường Cán bộ quản lý văn hóa, thể thao và du lịch. Các tổ chức quy định từ 1 đến 20 là tổ chức hành chính giúp Bộ trưởng thực hiện chức năng quản lý nhà nước; các tổ chức quy định từ 21 đến 25 là đơn vị sự nghiệp công lập phục vụ chức năng quản lý nhà nước của bộ. Bộ trưởng Bộ Văn hóa - Thể thao và Du lịch trình Thủ tướng Chính phủ quyết định ban hành danh sách các đơn vị sự nghiệp khác thuộc bộ. Bộ trưởng Bộ Văn hóa - Thể thao và Du lịch quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của các cơ quan, đơn vị thuộc bộ. Vụ Kế hoạch, Tài chính có 4 phòng; Vụ Tổ chức cán bộ có 4 phòng. Nghị định này có hiệu lực từ ngày 1/3/2025. Thủ tướng Chính phủ Phạm Minh Chính đã ký các quyết định điều động, bổ nhiệm 2 Thứ trưởng Bộ Văn hóa - Thể thao và Du lịch. Tại quyết định số 400/QĐ-TTg ngày 25/2/2025, Thủ tướng Chính phủ điều động, bổ nhiệm ông Lê Hải Bình - Ủy viên Dự khuyết Trung ương Đảng, Tổng Biên tập Tạp chí Cộng sản - giữ chức Thứ trưởng Bộ Văn hóa - Thể thao và Du lịch. Tại quyết định số 328/QĐ-TTg ngày 19/2/2025, Thủ tướng Chính phủ điều động, bổ nhiệm ông Phan Tâm - Thứ trưởng Bộ Thông tin và Truyền thông - giữ chức Thứ trưởng Bộ Văn hóa - Thể thao và Du lịch. Bộ trưởng Bộ Văn hóa - Thể thao và Du lịch hiện nay là ông Nguyễn Văn Hùng.","Sat Mar 01 12:33:00 ICT 2025","Lạc Thành"
