"url","title","description","content","publishTime","author"
"https://dantri.com.vn/bat-dong-san/loat-du-an-bat-dong-san-co-trong-ke-hoach-su-dung-dat-cua-cac-quan-ha-noi-20250110014539186.htm","Loạt dự án bất động sản có trong kế hoạch sử dụng đất của các quận Hà Nội","(Dân trí) - UBND TP Hà Nội vừa phê duyệt kế hoạch sử dụng đất năm 2025 của các quận Tây Hồ, Hà Đông, Nam Từ Liêm, Bắc Từ Liêm.","UBND TP Hà Nội vừa ban hành Quyết định số 123 phê duyệt kế hoạch sử dụng đất năm 2025 quận Hà Đông. Theo quyết định, danh mục các công trình dự án nằm trong kế hoạch sử dụng đất năm 2025 quận Hà Đông gồm 38 dự án với tổng diện tích hơn 266,7ha. Trong đó, có các dự án như Khu đô thị mới Văn Phú (hạng mục đường giao thông) của chủ đầu tư Công ty cổ phần đầu tư Văn Phú - Invest; dự án Khu nhà ở Văn La của chủ đầu tư Công ty cổ phần Đầu tư phát triển đô thị và Khu công nghiệp Sông Đà (SUDICO); Khu đô thị mới Dương Nội (hạng mục đường giao thông) của chủ đầu tư Công ty cổ phần Tập đoàn Nam Cường Hà Nội. Ngoài ra, trong danh sách này còn có các dự án Khu đấu giá quyền sử dụng đất giáp Ao Vang (X1, X2, X3) Mộ Lao; đấu giá quyền sử dụng đất khu đất xứ đồng Hạ Khâu, phường Phú Lương;... Một khu đô thị tại Hà Nội (Ảnh minh họa: Trần Kháng). UBND TP Hà Nội cũng vừa ban hành Quyết định số 119 phê duyệt kế hoạch sử dụng đất năm 2025 quận Tây Hồ. Theo quyết định, danh mục các công trình, dự án nằm trong kế hoạch sử dụng đất năm nay của quận này gồm 89 dự án với tổng diện tích gần 349ha. Danh sách này có các dự án như xây dựng Khu đô thị Nam Thăng Long (Ciputra) của Công ty TNHH Phát triển Khu đô thị Nam Thăng Long; dự án Trung tâm khu đô thị mới Tây Hồ Tây (giai đoạn 2) của Công ty TNHH Phát triển THT; Khu nhà ở phường Phú Thượng của Công ty cổ phần Đầu tư và Xây dựng Giao thông vận tải. Ngoài ra, trong danh sách còn có dự án xây dựng Nhà hát Ngọc Trai và Công viên văn hóa nghệ thuật chuyên đề; xây dựng hạ tầng kỹ thuật, chỉnh trang đô thị và đấu giá quyền sử dụng đất tại phố Phú Gia (phường Phú Thượng); xây dựng hạ tầng kỹ thuật đấu giá khu đất giáp ngõ 123 Võ Chí Công (phường Xuân La);... UBND TP Hà Nội cũng vừa ban hành Quyết định số 120 phê duyệt kế hoạch sử dụng đất năm 2025 quận Nam Từ Liêm. Danh mục các công trình, dự án nằm trong kế hoạch sử dụng đất năm nay của quận này gồm 96 dự án với tổng diện tích gần 554,5ha. Trong danh sách này có dự án Xây dựng hạ tầng kỹ thuật khu nhà ở Mễ Trì (nằm trong khu đô thị mới Phùng Khoang) của Công ty cổ phần Đầu tư và Phát triển nhà Hà Nội số 68; xây dựng khu đô thị mới Phùng Khoang; khu nhà ở sinh thái Xuân Phương của Công ty cổ phần Tasco; khu đô thị mới Tây Mỗ - Đại Mỗ - Vinhomes Park; Khu nhà ở xã hội Tố Hữu (Rice City Tố Hữu) của Công ty cổ phần BIC Việt Nam; dự án thành phố công nghệ xanh Hà Nội của Công ty TNHH thành phố Công nghệ xanh Hà Nội; Nhóm nhà ở Đông Nam đường Tố Hữu của Công ty cổ phần Đầu tư và Xây dựng số 4. Bên cạnh đó, danh sách còn có dự án Khu chung cư quốc tế Hoàng Thành City của Công ty cổ phần Phát triển hạ tầng Hoàng Thành; Tổ hợp Mỹ Đình Pearl tại khu X3, khu CV4.3 của Công ty cổ phần Bất động sản Dầu khí Việt Nam - SSG; Công viên giải trí, trường học và tổ hợp nhà ở thương mại dịch vụ Golden Palace A của Công ty cổ phần Đầu tư Mai Linh; Khu nhà ở Tây Mỗ của Công ty cổ phần Constrexim số 1. UBND TP Hà Nội cũng vừa ban hành Quyết định số 101 phê duyệt kế hoạch sử dụng đất năm 2025 quận Bắc Từ Liêm. Danh mục các công trình, dự án nằm trong kế hoạch sử dụng đất năm nay của quận này gồm 92 dự án với tổng diện tích gần 969ha. Trong danh sách này có khu đô thị thành phố giao lưu của Công ty cổ phần Đầu tư và Xây dựng quốc tế Vigeba; dự án đầu tư xây dựng cơ sở hạ tầng khu đoàn ngoại giao tại TP Hà Nội của Tổng Công ty xây dựng Hà Nội - CTCP; Khu đô thị Nam Thăng Long (Ciputra) của Công ty TNHH phát triển Khu đô thị Nam Thăng Long; dự án Khu đô thị mới Cổ Nhuế của Công ty cổ phần Tập đoàn Nam Cường Hà Nội - chi nhánh Hà Tây. UBND TP giao UBND các quận nêu trên công bố, công khai kế hoạch sử dụng đất theo đúng quy định của pháp luật về đất đai. Thực hiện thu hồi đất theo đúng kế hoạch sử dụng đất đã được phê duyệt. Đồng thời, các đơn vị nêu trên tổ chức kiểm tra thực hiện kế hoạch sử dụng đất; phát hiện và xử lý kịp thời các trường hợp vi phạm kế hoạch sử dụng đất; tăng cường kiểm tra, giám sát quá trình thực hiện kế hoạch sử dụng đất đảm bảo tính khả thi của kế hoạch sử dụng đất năm 2025; cân đối xác định các nguồn vốn để thực hiện Kế hoạch sử dụng đất đảm bảo tính khả thi của kế hoạch sử dụng đất. UBND các quận này có trách nhiệm báo cáo kết quả thực hiện kế hoạch sử dụng đất trước ngày 15/10. Sở Tài nguyên và Môi trường TP Hà Nội có trách nhiệm thực hiện giao đất, cho thuê đất, chuyển mục đích sử dụng đất theo đúng kế hoạch sử dụng đất đã được phê duyệt. Sở này được giao tổ chức kiểm tra việc thực hiện kế hoạch sử dụng đất; thường xuyên cập nhật các công trình, dự án (đủ điều kiện) trình UBND TP phê duyệt bổ sung danh mục kế hoạch sử dụng đất hàng năm theo quy định.","Fri Jan 10 08:00:56 ICT 2025","Tuấn Minh"
