"url","title","description","content","publishTime","author"
"https://dantri.com.vn/kinh-doanh/dong-cong-binh-chon-cuoc-thi-viet-sang-kien-esg-vi-mot-viet-nam-phat-trien-ben-vung-20241107183905286.htm","Đóng cổng bình chọn cuộc thi viết ""Sáng kiến ESG vì một Việt Nam phát triển bền vững""","(Dân trí) - Cuộc thi viết ""Sáng kiến ESG vì một Việt Nam phát triển bền vững"" do báo Dân trí tổ chức đóng cổng bình chọn từ 23h59 ngày 6/11. Độc giả cả nước đã dành hàng nghìn tương tác và bình luận đến các tác phẩm.","Mở từ ngày 24/10 đến hết ngày 6/11, cổng bình chọn online của cuộc thi ""Sáng kiến ESG vì một Việt Nam phát triển bền vững"" diễn ra trên báo Dân trí đã chính thức khép lại. Hơn 100 bài thi gửi về từ các tác giả là học sinh, sinh viên, giảng viên, công chức, doanh nhân, đến nhóm công tác xã hội... được đăng tải trên chuyên trang cuộc thi của báo Dân trí, thu hút hàng nghìn lượt tương tác của độc giả cả nước. Ban tổ chức sẽ thống kê điểm bình chọn của từng bài dự thi theo quy tắc 1 tương tác (thả tim, like, vỗ tay, tặng sao) tương đương 1 điểm; 1 bình luận tương đương 2 điểm. 5 bài dự thi có tổng số điểm bình chọn cao nhất nhận giải thưởng 2 triệu đồng/giải. Song song với đó, 4 thành viên ban giám khảo chia tổ để chấm các bài thi. Các thành viên ban giám khảo của cuộc thi năm nay gồm TS. Bùi Thanh Minh - Phó giám đốc chuyên môn, Văn phòng Ban Nghiên cứu phát triển kinh tế tư nhân (Ban IV); TS. Lê Thái Hà - Giám đốc Điều hành Quỹ VinFuture, Giám đốc Điều hành Quỹ Vì tương lai xanh; Nhà báo Phạm Phúc Hưng - Tổng thư ký báo Dân trí và bà Phạm Thị Quỳnh Vi - Giám đốc Chất lượng Tập đoàn FPT. Các bài thi được ban giám khảo cân nhắc dựa trên 7 tiêu chí, bao gồm bố cục, nội dung; tính sáng tạo, đổi mới; tính nhân văn; tính cải thiện; tính ứng dụng, giải quyết được vấn đề; tính khả thi, tiềm năng phát triển và khả năng thu hút đầu tư (nếu có). Theo ban tổ chức, phần lớn các bài thi bám sát chủ đề, mang đến nhiều sáng kiến, giải pháp về các nội dung bao trùm phát triển bền vững, nhằm giải quyết các vấn đề liên quan đến môi trường - xã hội và quản trị. Cụ thể, về Môi trường, các bài thi tập trung vào nhóm sáng kiến giảm thiểu tác động xấu đến môi trường, bảo vệ tài nguyên thiên nhiên, dùng năng lượng tái tạo, tái chế sản phẩm, quản lý rác thải… Về Xã hội, các tác giả đưa ra giải pháp để cải thiện chất lượng cuộc sống, bình đẳng giới, bảo vệ quyền lợi của người lao động… Trong khi đó, thực hành quản trị, quản lý tốt; môi trường làm việc an toàn, thân thiện và minh bạch; bảo vệ quyền lợi của cổ đông, tôn trọng bình đẳng giới; sáng kiến để mỗi đơn vị trở thành nơi làm việc đáng mơ ước… là các vấn đề có nhiều bài thi nhất thuộc nhóm Quản trị. Ngày 13/11, ban giám khảo sẽ họp và chấm điểm tập trung, nhằm tìm ra chủ nhân của bộ giải thưởng, gồm 1 giải nhất trị giá 15 triệu đồng, 1 giải nhì trị giá 10 triệu đồng và 3 giải ba trị giá 5 triệu đồng mỗi giải. Các giải này cùng 5 giải bình chọn sẽ được trao vào Lễ trao giải và khen thưởng các cá nhân tập thể dự thi đạt giải trong khuôn khổ sự kiện Diễn đàn ESG Việt Nam do báo Dân trí tổ chức, diễn ra vào cuối tháng 12, tại Hà Nội. Diễn đàn ESG Việt Nam do báo Dân trí tổ chức, có nhiều hoạt động trong năm nhằm thúc đẩy và phát triển chuẩn mực ESG, gồm các hội thảo, tọa đàm, diễn đàn kết hợp lễ vinh danh, cuộc thi viết Sáng kiến ESG vì một Việt Nam phát triển bền vững. Cuộc thi viết ""Sáng kiến ESG vì một Việt Nam phát triển bền vững"" do báo Dân trí tổ chức có sự đồng hành của các nhà tài trợ là Công ty Ô tô Toyota Việt Nam, Ngân hàng TMCP Phương Đông (OCB).","Thu Nov 07 20:12:22 ICT 2024","Tiến Thịnh"
