"url","title","description","content","publishTime","author"
"https://dantri.com.vn/bat-dong-san/tien-do-sieu-du-an-80000-ty-dong-cua-lien-danh-vinhomes-tai-long-an-20250217125017963.htm","Tiến độ siêu dự án 80.000 tỷ đồng của liên danh Vinhomes tại Long An","(Dân trí) - Theo chủ đầu tư, từ quý I/2028 đến quý IV/2030, dự án khu đô thị mới Phước Vĩnh Tây (Long An) sẽ hoàn thành và đưa dự án vào sử dụng.","Liên danh Công ty cổ phần Vinhomes (mã chứng khoán: VHM) và Công ty cổ phần Tập đoàn Đầu tư Việt Nam (VIG) vừa công bố Báo cáo đánh giá tác động môi trường của dự án Khu đô thị mới Phước Vĩnh Tây (xã Phước Vĩnh Tây, huyện Cần Giuộc, tỉnh Long An). Trong báo cáo, khu đô thị này có quy mô sử dụng đất gần 1.090ha. Về ranh giới dự án, phía Bắc giáp sông Rạch Ván; phía Nam và phía Đông giáp khu dân cư Phước Vĩnh Tây, một phần các xã Long Phụng, Đông Thạnh, Phước Vĩnh Đông; phía Tây giáp sông Cần Giuộc. Hiện trạng dự án tương đối bằng phẳng, có hơn 566ha đất nuôi trồng thủy sản; 201ha đất ở hiện hữu; 94ha đất trồng trọt; 68ha đất chưa sử dụng; 136ha đất mặt nước và còn lại là đất nghĩa trang, đất lúa, đất giao thông... Trong cơ cấu sử dụng đất, Khu đô thị Phước Vĩnh Tây sẽ được chia thành 3 phân khu, quy mô dân số gần 90.000 người. Trong đó, khu A có tổng diện tích 234ha, diện tích xây dựng 767.360 m2, diện tích sàn hơn 4,1 triệu m2. Tại khu A sẽ bố trí khoảng 82ha để xây công trình nhà ở; 9ha đất công cộng đơn vị ở; 5ha đất cây xanh; 33,5ha đất giao thông và hơn 78ha đất ngoài dân dụng (hạ tầng kỹ thuật, giao thông đối ngoại, bãi đỗ xe, mặt nước...). Khu B có tổng diện tích 534ha, diện tích xây dựng khoảng 1,74 triệu m2, diện tích sàn khoảng 9,7 triệu m2. Tại đây bố trí 182ha xây dựng nhà ở; 18ha đất công cộng đô thị; 15ha đất công cộng đơn vị ở; 54ha đất giao thông và 193 ha đất ngoài dân dụng. Phối cảnh Khu đô thị mới Phước Vĩnh Tây (Ảnh: Chủ đầu tư). Còn khu C sẽ có diện tích 322ha, trong đó diện tích xây dựng hơn 1,1 triệu m2, diện tích sàn khoảng 5,8 triệu m2. Tại khu C bố trí 108ha để xây nhà ở; 20ha đất công cộng đô thị; 12ha đất công cộng đơn vị ở; 48ha đất giao thông; 102,5ha đất ngoài dân dụng. Toàn dự án sẽ có tổng cộng 15.244 lô đất ở thấp tầng xây thô, bao gồm 7.050 căn nhà ở liền kề và 8.194 căn biệt thự. Nhà ở xã hội sẽ có 13.440 căn hộ chung cư, với các tòa nhà cao 10 tầng. Nhà ở tái định cư thấp tầng có khoảng 2.370 căn. Chủ đầu tư cho biết, từ nay đến hết quý IV sẽ thực hiện công tác đền bù, giải phóng mặt bằng; từ quý I/2026 đến quý IV/2027 đầu tư xây dựng hạ tầng, bố trí tái định cư; từ quý I/2028 đến quý IV/2030 hoàn thành và đưa dự án vào sử dụng. Vốn đầu tư cho dự án khoảng 80.079 tỷ đồng. Trước đó, vào tháng 1 vừa qua, Ban Quản lý dự án đầu tư xây dựng huyện Cần Giuộc, tỉnh Long An đã tổ chức chi trả tiền bồi thường, hỗ trợ giải phóng mặt bằng cho dự án. 61 hộ dân có đất nông nghiệp bị thu hồi đã nhận tổng số tiền khoảng 150 tỷ đồng. Cũng trên địa bàn tỉnh Long An, vào tháng 10/2023, Công ty cổ phần Phát triển Thành phố Xanh (công ty con của Công ty cổ phần Vinhomes) được chấp thuận là chủ đầu tư dự án Khu đô thị mới Đức Hòa - Hậu Nghĩa với quy mô gần 200ha, tổng vốn đầu tư hơn 28.000 tỷ đồng.","Tue Feb 18 13:32:03 ICT 2025","Dương Tâm"
