"url","title","description","content","publishTime","author"
"https://dantri.com.vn/lao-dong-viec-lam/tuyen-lao-dong-chi-can-biet-doc-biet-viet-luong-den-20-trieu-dongthang-20250304155906958.htm","Tuyển lao động chỉ cần biết đọc, biết viết, lương đến 20 triệu đồng/tháng","(Dân trí) - Nhiều công ty đang tuyển hàng trăm lao động để mở rộng sản xuất, dù không yêu cầu cao về trình độ nhưng trả mức lương tương đối khá.","Ngày 4/3, theo cập nhật từ Trung tâm Dịch vụ việc làm tỉnh Bạc Liêu, nhiều công ty, doanh nghiệp ngoài tỉnh đang tuyển hàng trăm lao động với mức lương từ 5 đến 20 triệu đồng. Trong đó, nhiều công ty tuyển dụng lao động không yêu cầu trình độ hoặc biết đọc, biết viết với mức lương khá so với thu nhập ở địa phương. Công nhân may tại Bạc Liêu (Ảnh minh họa: Huỳnh Hải). Đơn cử có công ty chuyên sản xuất bao bì ở Long An tuyển công nhân biết đọc, viết, trả lương đến 20 triệu đồng/tháng; công ty sản xuất giày ở Đồng Nai tuyển đến 500 công nhân biết đọc, viết, trả lương 10 triệu đồng/tháng; công ty sản xuất sản phẩm nhựa, kim loại ở TPHCM tuyển 100 lao động không yêu cầu trình độ, lương 7 triệu đồng/tháng trở lên… Một số công ty cũng tuyển khá nhiều công nhân không yêu cầu trình độ hoặc tốt nghiệp THPT với mức lương 5-6 triệu đồng/tháng hoặc thỏa thuận. Trong khi đó, nhiều công ty, doanh nghiệp trong tỉnh Bạc Liêu tuyển công nhân nuôi tôm, nhân viên kinh doanh, thiết kế,… lương 10 triệu đồng/tháng trở lên; có công ty tuyển thợ trình độ THCS, lương đến 20 triệu đồng/tháng... Ngoài lương và các chế độ bảo hiểm, một số công ty cũng có chế độ hỗ trợ người lao động như: Hỗ trợ tiền ăn và chỗ ở, tiền tăng ca, thưởng chuyên cần, du lịch,… Người lao động có nhu cầu việc làm có thể liên hệ với Trung tâm dịch vụ việc làm tỉnh Bạc Liêu để tìm việc thích hợp.","Tue Mar 04 16:44:41 ICT 2025","Huỳnh Hải"
