"url","title","description","content","publishTime","author"
"https://dantri.com.vn/o-to-xe-may/su-dung-khong-dung-loai-giay-phep-lai-xe-bi-phat-bao-nhieu-tien-20250226113538038.htm","Sử dụng không đúng loại giấy phép lái xe bị phạt bao nhiêu tiền?","(Dân trí) - Theo quy định, người tham gia giao thông phải sử dụng giấy phép lái xe phù hợp với loại phương tiện mà mình đang điều khiển.","Đối với xe máy, Điều 18 Nghị định 168/2024/NĐ-CP quy định mức phạt tiền 2-4 triệu đồng đối với người điều khiển xe máy có dung tích xi-lanh đến 125cm3 hoặc có công suất động cơ điện đến 11kW và các loại xe tương tự xe mô tô sử dụng giấy phép lái xe không phù hợp với loại xe đang điều khiển. Do không tìm hiểu kỹ quy định mới, trong thời gian qua, nhiều người đã đổi nhầm phân hạng bằng lái xe, không phù hợp với loại xe mà mình đang điều khiển (Minh họa: Tuấn Huy). Người điều khiển xe máy có dung tích xi-lanh trên 125cm3 hoặc có công suất động cơ điện trên 11kW có giấy phép lái xe nhưng không phù hợp với loại xe đang điều khiển sẽ bị phạt tiền 6-8 triệu đồng. Đối với người điều khiển ô tô và các loại xe tương tự ô tô có giấy phép lái xe nhưng không phù hợp với loại xe đang điều khiển, mức phạt là 18-20 triệu đồng. Điều 57 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định Giấy phép lái xe bao gồm các hạng sau đây: - Hạng A1 cấp cho người lái xe mô tô hai bánh có dung tích xi-lanh đến 125cm3 hoặc có công suất động cơ điện đến 11kW; - Hạng A cấp cho người lái xe mô tô hai bánh có dung tích xi-lanh trên 125cm3 hoặc có công suất động cơ điện trên 11kW và các loại xe quy định cho giấy phép lái xe hạng A1; - Hạng B1 cấp cho người lái xe mô tô ba bánh và các loại xe quy định cho giấy phép lái xe hạng A1; - Hạng B cấp cho người lái ô tô chở người đến 8 chỗ (không kể chỗ của người lái xe); ô tô tải và ô tô chuyên dùng có khối lượng toàn bộ theo thiết kế đến 3.500kg; các loại ô tô quy định cho giấy phép lái xe hạng B kéo rơ-moóc có khối lượng toàn bộ theo thiết kế đến 750kg; - Hạng C1 cấp cho người lái ô tô tải và ô tô chuyên dùng có khối lượng toàn bộ theo thiết kế trên 3.500kg đến 7.500kg; các loại ô tô tải quy định cho giấy phép lái xe hạng C1 kéo rơ-moóc có khối lượng toàn bộ theo thiết kế đến 750kg; các loại xe quy định cho giấy phép lái xe hạng B; - Hạng C cấp cho người lái ô tô tải và ô tô chuyên dùng có khối lượng toàn bộ theo thiết kế trên 7.500kg; các loại xe ô tô tải quy định cho giấy phép lái xe hạng C kéo rơ-moóc có khối lượng toàn bộ theo thiết kế đến 750kg; các loại xe quy định cho giấy phép lái xe hạng B và hạng C1; - Hạng D1 cấp cho người lái ô tô chở người trên 8 chỗ (không kể chỗ của người lái xe) đến 16 chỗ (không kể chỗ của người lái xe); các loại ô tô chở người quy định cho giấy phép lái xe hạng D1 kéo rơ-moóc có khối lượng toàn bộ theo thiết kế đến 750kg; các loại xe quy định cho giấy phép lái xe các hạng B, C1, C; - Hạng D2 cấp cho người lái ô tô chở người (kể cả xe buýt) trên 16 chỗ (không kể chỗ của người lái xe) đến 29 chỗ (không kể chỗ của người lái xe); các loại ô tô chở người quy định cho giấy phép lái xe hạng D2 kéo rơ-moóc có khối lượng toàn bộ theo thiết kế đến 750kg; các loại xe quy định cho giấy phép lái xe các hạng B, C1, C, D1; - Hạng D cấp cho người lái ô tô chở người (kể cả xe buýt) trên 29 chỗ (không kể chỗ của người lái xe); ô tô chở người giường nằm; các loại ô tô chở người quy định cho giấy phép lái xe hạng D kéo rơ-moóc có khối lượng toàn bộ theo thiết kế đến 750kg; các loại xe quy định cho giấy phép lái xe các hạng B, C1, C, D1, D2; - Hạng BE cấp cho người lái các loại ô tô quy định cho giấy phép lái xe hạng B kéo rơ-moóc có khối lượng toàn bộ theo thiết kế trên 750kg; - Hạng C1E cấp cho người lái các loại ô tô quy định cho giấy phép lái xe hạng C1 kéo rơ-moóc có khối lượng toàn bộ theo thiết kế trên 750kg; - Hạng CE cấp cho người lái các loại xe ô tô quy định cho giấy phép lái xe hạng C kéo rơ-moóc có khối lượng toàn bộ theo thiết kế trên 750kg; ô tô đầu kéo kéo sơ-mi rơ-moóc; - Hạng D1E cấp cho người lái các loại ô tô quy định cho giấy phép lái xe hạng D1 kéo rơ-moóc có khối lượng toàn bộ theo thiết kế trên 750kg; - Hạng D2E cấp cho người lái các loại ô tô quy định cho giấy phép lái xe hạng D2 kéo rơ-moóc có khối lượng toàn bộ theo thiết kế trên 750kg; - Hạng DE cấp cho người lái các loại ô tô quy định cho giấy phép lái xe hạng D kéo rơ-moóc có khối lượng toàn bộ theo thiết kế trên 750kg; ô tô chở khách nối toa.","Wed Feb 26 14:10:00 ICT 2025","Nhật Minh"
