"URL","Title","Description","Content","PublishTime","Author"
"https://dantri.com.vn/phap-luat/dot-nhap-cong-ty-xo-so-kien-thiet-thu-do-de-trao-bong-quay-thuong-20241111190545087.htm","Đột nhập Công ty xổ số kiến thiết Thủ đô để tráo bóng quay thưởng","(Dân trí) - Chu Đức Cường cùng các đồng phạm đã tìm cách đột nhập vào Công ty xổ số kiến thiết Thủ đô với mục đích tráo bóng quay thưởng để thay đổi kết quả xổ số theo hướng có lợi cho mình.","Ngày 11/11, Tòa án nhân dân (TAND) TP Hà Nội mở phiên tòa phúc thẩm theo kháng cáo của bị cáo Chu Đức Cường (41 tuổi, trú Hà Nam). Trước đó, tòa án cấp tòa sơ thẩm tuyên phạt bị cáo này 2 năm 6 tháng tù về tội Hủy hoại tài sản. Liên quan đến vụ án, đồng phạm của Cường là Nguyễn Đức Đạt (31 tuổi, quê Nam Định) lĩnh án sơ thẩm 8 tháng tù về tội Hủy hoại tài sản và 2 năm tù về tội Tổ chức sử dụng trái phép chất ma túy. Bản án sơ thẩm của Tòa án nhân dân quận Hoàn Kiếm (Hà Nội) thể hiện, Chu Đức Cường và Nguyễn Đức Đạt đều có nhiều tiền án, tiền sự. Riêng Cường mới ra tù năm 2022. Ngày 3/3, Cường tới phòng trọ của em họ ở Hà Nam chơi và quen Đạt cùng Nguyễn Mạnh Tùng (quê Nam Định, đang bỏ trốn). Rạng sáng hôm sau cả nhóm tới khu vực phố Hàm Long (Hà Nội) cắt tôn bảo vệ, quan sát lối ra vào của Công ty xổ số kiến thiết Thủ đô. Sáng 6/3, nhóm của Cường tìm cách đột nhập vào công ty này nhằm tìm cách tráo đổi bóng quay thưởng hòng khiến kết quả xổ số có lợi cho mình. Bị cáo Chu Đức Cường (Ảnh: Minh Ân). Tới nơi, Tùng dùng máy khò phá chiếc khóa chữ U có báo động rồi lấy kìm cộng lực cắt cửa nhưng bị bảo vệ phát hiện, hô hoán. Công an phường Hàng Bài ở gần đó cũng lập tức có mặt, tổ chức vây bắt. Thấy vậy Tùng, Đạt liền bỏ trốn còn Cường vẫn ở trên tầng nên lực lượng chức năng yêu cầu xuống làm việc. Song Cường không chấp hành rồi bỏ chạy nhưng bị ngã nên lực lượng chức năng phải đưa đi cấp cứu. Trong vụ án, Công ty xổ số kiến thiết Thủ đô được xác định là bị hại. Quá trình điều tra, công ty này cùng UBND phường Hàng Bài đề nghị xử lý nghiêm hành vi của các bị cáo. Đại diện một số hộ dân quanh công ty này trình bày, rạng sáng 6/3, họ thấy các bị cáo chạy qua nhiều mái nhà, gây mất an ninh trật tự. Tại phiên xét xử sơ thẩm diễn ra vào tháng 8, TAND quận Hoàn Kiếm đánh giá hành vi của các bị cáo là rất liều lĩnh, manh động; đột nhập phòng quay thưởng tại tầng 6 của Công ty xổ số kiến thiết Thủ đô với mục đích tráo bóng quay thưởng để thay đổi kết quả xổ số, gây ảnh hưởng xấu tới an ninh trật tự. Ngoài ra, bị cáo Đạt còn cho người khác sử dụng trái phép ma túy. Do vậy, tòa sơ thẩm phạt tù Đạt và Cường. Riêng Tùng đang bỏ trốn nên xử lý sau. Sau phiên sơ thẩm, Chu Đức Cường kháng cáo xin giảm nhẹ hình phạt. Quá trình xét xử phúc thẩm, TAND TP Hà Nội xác định không có căn cứ để chấp nhận kháng cáo nên tuyên bố giữ nguyên hình phạt cùng các quyết định khác tại bản án sơ thẩm.","Mon Nov 11 19:25:15 ICT 2024","Nguyễn Hải"
