"url","title","description","content","publishTime","author"
"https://dantri.com.vn/lao-dong-viec-lam/tien-thuong-voi-dang-vien-30-nam-tuoi-dang-tro-len-nam-2025-20250115204848591.htm","Tiền thưởng với đảng viên 30 năm tuổi Đảng trở lên năm 2025","(Dân trí) - Mức tiền thưởng huy hiệu Đảng năm 2025 dự kiến được tính theo mức lương cơ sở quy định tại Nghị định 73/2024/NĐ-CP.","Tiểu mục 2 Mục IV Hướng dẫn số 56-HD/VPTW năm 2015 hướng dẫn về mức chi tiền thưởng kèm theo các hình thức khen thưởng đối với tổ chức Đảng và đảng viên. Theo đó, mức tặng thưởng kèm theo huy hiệu Đảng như sau: Huy hiệu 30 năm tuổi Đảng: tiền thưởng kèm theo bằng 1,5 lần mức tiền lương cơ sở; Huy hiệu 40 năm tuổi Đảng: tiền thưởng kèm theo bằng 2,0 lần mức tiền lương cơ sở; Huy hiệu 50 năm tuổi Đảng: tiền thưởng kèm theo bằng 3,0 lần mức tiền lương cơ sở; Huy hiệu 55 năm tuổi Đảng: tiền thưởng kèm theo bằng 3,5 lần mức tiền lương cơ sở; Huy hiệu 60 năm tuổi Đảng: tiền thưởng kèm theo bằng 5,0 lần mức tiền lương cơ sở; Huy hiệu 65 năm tuổi Đảng: tiền thưởng kèm theo bằng 6,0 lần mức tiền lương cơ sở; Huy hiệu 70 năm tuổi Đảng: tiền thưởng kèm theo bằng 8,0 lần mức tiền lương cơ sở; Huy hiệu 75 năm tuổi Đảng: tiền thưởng kèm theo bằng 10,0 lần mức tiền lương cơ sở. Huy hiệu 80 năm tuổi Đảng: tiền thưởng kèm theo bằng 15,0 lần mức tiền lương cơ sở. Theo Nghị quyết 159/2024/QH15, Quốc hội đã thống nhất chưa tăng tiền lương khu vực công, lương hưu, trợ cấp bảo hiểm xã hội, trợ cấp hằng tháng, trợ cấp ưu đãi người có công trong năm 2025. Do đó, mức lương cơ sở năm 2025 có thể vẫn áp dụng theo mức 2,34 triệu đồng/tháng đã được quy định tại Nghị định 73/2024/NĐ-CP. Dự kiến mức tiền thưởng huy hiệu Đảng năm 2025 (Ảnh chụp màn hình). Quy định về tặng huy hiệu Đảng năm 2025 sẽ được thực hiện theo Điều 18 Hướng dẫn 01-HD/TW năm 2021. Cụ thể, đảng viên có đủ 30, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90 năm tuổi đảng được xét tặng huy hiệu Đảng. Đảng viên bị bệnh nặng được xét tặng huy hiệu 30,40,45, 50, 55, 60, 65 năm tuổi đảng sớm, nhưng thời gian xét tặng sớm không được quá 12 tháng so với thời gian quy định; được xét tặng huy hiệu 70, 75, 80, 85, 90 năm tuổi đảng sớm, nhưng thời gian xét tặng sớm không được quá 24 tháng so với thời gian quy định. Đảng viên từ trần được xét truy tặng huy hiệu Đảng sớm, nhưng thời gian xét truy tặng sớm không được quá 12 tháng so với thời gian quy định.","Thu Jan 16 08:05:00 ICT 2025","Lê Thanh Xuân"
