"url","title","description","content","publishTime","author"
"https://dantri.com.vn/giao-duc/nhieu-truong-dai-hoc-them-mon-bo-sung-to-hop-xet-tuyen-moi-20250312225232197.htm","Nhiều trường đại học thêm môn, bổ sung tổ hợp xét tuyển mới","(Dân trí) - Nhiều trường đại học dự kiến bổ sung các tổ hợp xét tuyển mới, trong đó một số tổ hợp có thêm môn tin học, công nghệ, giáo dục kinh tế và pháp luật.","Năm nay, Đại học Bách khoa Hà Nội bổ sung tổ hợp xét tuyển K01 (toán, văn, kết hợp với một trong 4 môn là vật lý, hóa học, sinh học, tin học) và tổ hợp D04 (toán, văn, tiếng Trung) ngoài các tổ hợp đã tuyển sinh qua các năm như A00 (toán, vật lý, hóa học), A01 (toán, vật lý, tiếng Anh), D01 (toán, văn, Anh), B00 (toán, hóa học, sinh học). Trường Đại học Kiến trúc Hà Nội đưa công nghệ vào tổ hợp xét tuyển cho các ngành xây dựng dân dụng và công nghiệp, Xây dựng công trình ngầm đô thị, Quản lý dự án xây dựng, Công nghệ kỹ thuật vật liệu xây dựng, Kinh tế đầu tư, Kinh tế phát triển, Quản lý xây dựng, Quản lý bất động sản, Quản lý vận tải và logistic. Trong khi đó, tổ hợp xét tuyển có cả công nghệ lẫn tin học được áp dụng cho ngành Công nghệ thông tin và các chuyên ngành Công nghệ đa phương tiện, Công nghệ game. Thí sinh tìm hiểu phương thức tuyển sinh của ĐH Kinh tế Quốc dân (Ảnh: Mỹ Hà). Trường ĐH Công nghệ (ĐH Quốc gia Hà Nội) ngoài 4 tổ hợp truyền thống là A00, A01, D01, B00, năm 2025, nhà trường bổ sung 2 tổ hợp là toán, tiếng Anh, tin học và toán, vật lý, tin học. Năm nay, Trường ĐH Công nghiệp Hà Nội dự kiến xét tuyển 5 tổ hợp mới có môn công nghệ, tin học, giáo dục kinh tế và pháp luật gồm A0C (toán, vật lý, công nghệ), A0T (toán, vật lý, tin học), B0C (toán, hóa học, công nghệ), D0C (toán, tiếng Anh, công nghệ), D0G (toán, tiếng Anh, giáo dục kinh tế và pháp luật). Những tổ hợp này sẽ được sử dụng xét tuyển vào các ngành như Công nghệ thông tin, Kỹ thuật phần mềm, Khoa học máy tính, Công nghệ kỹ thuật máy tính và An toàn thông tin... Mùa tuyển sinh năm 2025, nhiều trường đại học điều chỉnh tổ hợp xét tuyển do dự kiến có sự thay đổi trong tuyển sinh. Theo quy chế thi tốt nghiệp THPT năm 2025, thí sinh thi 2 môn bắt buộc là toán, ngữ văn và 2 môn lựa chọn trong 9 môn gồm: Ngoại ngữ, lịch sử, vật lý, hóa học, sinh học, địa lý, giáo dục kinh tế và pháp luật, tin học, công nghệ. Trong đó, các môn tin học, công nghệ, giáo dục kinh tế và pháp luật lần đầu xuất hiện ở kỳ thi tốt nghiệp, tạo nên sự thay đổi ở các tổ hợp xét tuyển đại học. Do đó, nhiều trường điều chỉnh tổ hợp xét tuyển. Trường ĐH Khoa học và Công nghệ Hà Nội cũng bổ sung một số môn liên quan đến khoa học và công nghệ trong tổ hợp xét tuyển dựa trên kết quả thi tốt nghiệp THPT. Một số tổ hợp mới được nhà trường sử dụng là toán, vật lý, tin học; toán, hóa học, tin học; toán, sinh học, tin học; toán, tiếng Anh, tin học. Năm 2025, Trường ĐH Giao thông Vận tải bổ sung tổ hợp mới là GT1 (toán, vật lý, tin học) với một số ngành như Khoa học máy tính, Công nghệ thông tin, Kỹ thuật điện, Kỹ thuật robot, Kỹ thuật điều khiển và tự động hóa... Học viện Nông nghiệp Việt Nam cũng bổ sung nhiều tổ hợp có môn tin học, công nghệ, giáo dục kinh tế và pháp luật như: toán, vật lý, công nghệ; toán, ngữ văn, giáo dục kinh tế và pháp luật; ngữ văn, lịch sử, giáo dục kinh tế và pháp luật; ngữ văn, địa lý, giáo dục kinh tế và pháp luật; toán, ngữ văn, công nghệ... Năm 2025, một số tổ hợp mới sẽ xét tuyển của Học Viện Báo chí và Tuyên truyền gồm: ngữ văn, tiếng Anh, giáo dục kinh tế và pháp luật; ngữ văn, tiếng Anh, tin học; ngữ văn, toán, tin học; ngữ văn, toán, giáo dục kinh tế và pháp luật; ngữ văn, lịch sử, tin học; ngữ văn, lịch sử, giáo dục kinh tế và pháp luật. Học viện Báo chí và Tuyên truyền sẽ chia tổ hợp xét tuyển theo từng nhóm ngành, mỗi nhóm có 4 tổ hợp, đều có môn ngữ văn. Tổng số tổ hợp của trường tăng gấp đôi so với năm ngoái. Nhiều tổ hợp mới lần đầu xuất hiện năm 2025 (Ảnh: Mạnh Quân). Trường Đại học Công thương TPHCM bổ sung 5 tổ hợp mới, trong đó có 4 tổ hợp khối C là C00 (văn, sử, địa), C01 (văn, toán, lý), C02 (văn, toán, hóa), C14 (toán, văn, giáo dục Kinh tế và pháp luật), chủ yếu để tuyển sinh các ngành Luật, Quản trị kinh doanh, Khách sạn. Tổ hợp còn lại (toán, tin học, tiếng Anh) dùng để xét tuyển các ngành Công nghệ thông tin, An toàn thông tin và Khoa học dữ liệu. Tổ hợp này lần đầu xuất hiện do lần đầu tiên môn tin học được đưa vào kỳ thi tốt nghiệp. Trường Đại học Sư phạm TPHCM dự kiến có sự điều chỉnh tổ hợp xét tuyển để phù hợp theo các môn thi tốt nghiệp THPT, đồng thời duy trì các tổ hợp xét tuyển của năm 2024. Nhà trường điều chỉnh các tổ hợp không còn phù hợp như loại bỏ các tổ hợp có bài thi khoa học tự nhiên, khoa học xã hội, thêm mới các tổ hợp có môn giáo dục kinh tế và pháp luật, tin học, công nghệ. Năm 2025, Trường ĐH Kinh tế - Luật (ĐH Quốc gia TPHCM) dự kiến sử dụng 4 tổ hợp môn xét tuyển, gồm hai tổ hợp truyền thống là D01 và A01, bổ sung thêm hai tổ hợp mới gồm toán, tiếng Anh, tin học và toán, tiếng Anh, giáo dục kinh tế và pháp luật. Đại diện nhà trường cho hay, môn toán, tiếng Anh, giáo dục kinh tế và pháp luật là những môn học phù hợp với chương trình đào tạo ở lĩnh vực pháp luật, kinh tế của trường. Ngoài ra, tất cả các tổ hợp xét tuyển của trường đều có môn toán và tiếng Anh. Hai môn này cho thấy khả năng tư duy, năng lực ngoại ngữ để đáp ứng khả năng học đại học.","Thu Mar 13 11:00:30 ICT 2025","Mỹ Hà"
