"url","title","description","content","publishTime","author"
"https://dantri.com.vn/xa-hoi/bo-tu-phap-co-20-don-vi-khong-con-tong-cuc-thi-hanh-an-dan-su-20250227111607293.htm","Bộ Tư pháp có 20 đơn vị, không còn Tổng cục Thi hành án dân sự","(Dân trí) - Từ 1/3, Bộ Tư pháp sẽ có 20 đơn vị (giảm 5 đơn vị); Tổng cục Thi hành án dân sự sẽ không còn, được thay thế bởi Cục Quản lý thi hành án dân sự.","Chính phủ vừa ban hành Nghị định số 39/2025 quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Tư pháp. Bộ Tư pháp là cơ quan của Chính phủ, thực hiện chức năng quản lý nhà nước về xây dựng pháp luật; tổ chức thi hành pháp luật; thi hành án dân sự; hành chính tư pháp; bổ trợ tư pháp; công tác pháp chế; quản lý nhà nước các dịch vụ sự nghiệp công trong các lĩnh vực thuộc phạm vi quản lý nhà nước của bộ. Trụ sở Bộ Tư pháp (Ảnh: BTP). Cơ cấu tổ chức mới của Bộ Tư pháp sẽ gồm 20 đơn vị (theo Nghị định 98/2022, cơ cấu tổ chức của Bộ Tư pháp gồm 25 đơn vị). Cụ thể gồm: 1. Vụ Công tác xây dựng văn bản quy phạm pháp luật; 2. Vụ Pháp luật hình sự - hành chính; 3. Vụ Pháp luật dân sự - kinh tế; 4. Vụ Pháp luật quốc tế; 5. Vụ Tổ chức cán bộ; 6. Vụ Hợp tác quốc tế; 7. Thanh tra bộ; 8. Văn phòng bộ; 9. Cục Quản lý thi hành án dân sự; 10. Cục Kiểm tra văn bản và Quản lý xử lý vi phạm hành chính; 11. Cục Phổ biến, giáo dục pháp luật và Trợ giúp pháp lý; 12. Cục Hành chính tư pháp; 13. Cục Đăng ký giao dịch bảo đảm và Bồi thường nhà nước; 14. Cục Bổ trợ tư pháp; 15. Cục Kế hoạch - Tài chính; 16. Cục Công nghệ thông tin; 17. Viện Chiến lược và Khoa học pháp lý; 18. Học viện Tư pháp; 19. Tạp chí Dân chủ và Pháp luật; 20. Báo Pháp luật Việt Nam. Trong đó, các tổ chức từ số 1-16 là các tổ chức hành chính giúp Bộ trưởng Bộ Tư pháp thực hiện chức năng quản lý nhà nước. Các tổ chức từ số 17-20 là đơn vị sự nghiệp công lập phục vụ quản lý nhà nước thuộc bộ. Nghị định 39/2025 nêu rõ, Vụ Công tác xây dựng văn bản quy phạm pháp luật sẽ có 3 phòng; Vụ Pháp luật hình sự - hành chính có 3 phòng. Vụ Pháp luật dân sự - kinh tế có 4 phòng; Vụ Pháp luật quốc tế có 4 phòng; Vụ Tổ chức cán bộ có 5 phòng; Vụ Hợp tác quốc tế có 3 phòng. Bộ trưởng Bộ Tư pháp quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của các đơn vị thuộc bộ và trình Thủ tướng Chính phủ ban hành danh sách các đơn vị sự nghiệp công lập khác thuộc bộ. Tổng cục Thi hành án dân sự tiếp tục thực hiện nhiệm vụ, quyền hạn theo quy định pháp luật cho đến khi quyết định của Bộ trưởng Bộ Tư pháp quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Cục Quản lý thi hành án dân sự có hiệu lực thi hành. Nghị định này có hiệu lực thi hành từ 1/3, thay thế Nghị định 98/2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Tư pháp.","Thu Feb 27 11:33:47 ICT 2025","Thế Kha"
