"url","title","description","content","publishTime","author"
"https://dantri.com.vn/noi-vu/moi-tinh-duoc-to-chuc-bao-nhieu-don-vi-cap-so-20250304122220596.htm","Mỗi tỉnh được tổ chức bao nhiêu đơn vị cấp sở?","(Dân trí) - Theo Nghị định số 45/2025/NĐ-CP có hiệu lực từ ngày 1/3, mỗi tỉnh được tổ chức không quá 14 sở, riêng Hà Nội và TPHCM được tổ chức 15 sở.","Nghị định số 45/2025/NĐ-CP quy định về cơ quan chuyên môn thuộc UBND cấp tỉnh, cấp huyện vừa được Chính phủ ban hành, có hiệu lực từ ngày 1/3. Theo nghị định này, Sở là cơ quan chuyên môn thuộc UBND cấp tỉnh; thực hiện chức năng tham mưu, giúp UBND cấp tỉnh quản lý nhà nước về ngành, lĩnh vực ở địa phương theo quy định của pháp luật. Bình quân mỗi đơn vị cấp Sở có 1 người đứng đầu (gọi chung là Giám đốc Sở) và 3 cấp phó (gọi chung là Phó Giám đốc Sở). Riêng Hà Nội và TPHCM, ngoài tổng số lượng Phó Giám đốc Sở theo quy định bình quân chung thì mỗi thành phố được tăng thêm không quá 10 Phó Giám đốc Sở. Tuy nhiên, khi sắp xếp tổ chức bộ máy nhà nước mà số lượng cấp phó của người đứng đầu cơ quan, tổ chức, đơn vị nhiều hơn số lượng tối đa theo quy định của pháp luật thì chậm nhất là 5 năm kể từ ngày quyết định sắp xếp tổ chức bộ máy của cấp có thẩm quyền có hiệu lực, số lượng cấp phó của người đứng đầu cơ quan, tổ chức, đơn vị phải theo đúng quy định. Về cơ cấu, tại mỗi tỉnh thành có 12 sở được tổ chức thống nhất là: Sở Nội vụ; Sở Tư pháp; Sở Tài chính; Sở Công Thương; Sở Nông nghiệp và Môi trường; Sở Xây dựng; Sở Khoa học và Công nghệ; Sở Văn hóa, Thể thao và Du lịch; Sở Giáo dục và Đào tạo; Sở Y tế; Thanh tra tỉnh; Văn phòng UBND. 12 đơn vị cấp sở được tổ chức thống nhất tại các địa phương (Nguồn: Điều 8 Nghị định 45/2025/NĐ-CP). Có 4 sở đặc thù được tổ chức ở một số địa phương khi đạt tiêu chí quy định là: Sở Ngoại vụ; Sở Dân tộc và Tôn giáo; Sở Du lịch; Sở Quy hoạch - Kiến trúc. 4 sở đặc thù chỉ tổ chức ở một số địa phương (Nguồn: Điều 9 Nghị định 45/2025/NĐ-CP). Nghị định 45/2025/NĐ-CP nêu rõ, tổng số lượng sở được thành lập không vượt quá khung số lượng tối đa như sau: Đối với Hà Nội và TPHCM được tổ chức 15 sở; đối với các tỉnh, thành phố khác được tổ chức không quá 14 sở.","Tue Mar 04 13:39:05 ICT 2025","Tùng Nguyên"
