"url","title","description","content","publishTime","author"
"https://dantri.com.vn/xa-hoi/bo-cong-an-de-xuat-muc-phat-moi-tu-chung-than-khong-xet-giam-an-20250406111509378.htm","Bộ Công an đề xuất mức phạt mới tù chung thân không xét giảm án","(Dân trí) - Theo dự thảo Luật Hình sự sửa đổi, Bộ Công an đề xuất thêm mức phạt tù chung thân không xét giảm án, áp dụng với tội phạm đặc biệt nghiêm trọng.","Trong dự thảo Bộ luật Hình sự sửa đổi, Bộ Công an đã có những đề xuất mới về các hình phạt đối với người phạm tội. Theo đó, Điều 32 của dự thảo quy định các hình phạt chính sẽ gồm: Cảnh cáo; phạt tiền; cải tạo không giam giữ; trục xuất; tù có thời hạn; tù chung thân; tù chung thân không xét giảm án; tử hình. Hình phạt bổ sung bao gồm: Cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định; cấm cư trú; quản chế; tước một số quyền công dân; tịch thu tài sản; phạt tiền, khi không áp dụng là hình phạt chính; trục xuất, khi không áp dụng là hình phạt chính; cấm nhập cảnh; giám sát điện tử. Tù chung thân không xét giảm án là hình phạt mới Bộ Công an đang đề xuất (Ảnh minh họa: T.G.). Dự thảo luật cũng quy định về việc phân loại tội phạm. Theo đó, căn cứ vào tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội, dự thảo Luật quy định tội phạm được phân thành 4 loại. Một là, tội phạm ít nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội không lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là phạt tiền, phạt cải tạo không giam giữ hoặc phạt tù đến 3 năm. Hai là, tội phạm nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là từ trên 3 năm tù đến 7 năm tù. Ba là, tội phạm rất nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội rất lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là từ trên 7 năm tù đến 15 năm tù. Bốn là, tội phạm đặc biệt nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội đặc biệt lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là từ trên 15 năm tù đến 30 năm tù, tù chung thân, chung thân không xét giảm án hoặc tử hình.","Sun Apr 06 11:36:00 ICT 2025","Hải Nam"
