"URL","Title","Description","Content","PublishTime","Author"
"https://dantri.com.vn/xa-hoi/tho-dien-mien-nam-tan-tam-voi-nghe-20250331121408083.htm","Thợ điện miền Nam tận tâm với nghề","(Dân trí) - Đu mình ở độ cao chục mét; đi đến vùng sâu; tuân thủ an toàn lao động; phong cách làm việc chuyên nghiệp cùng sự tận tâm với nghề… của người thợ điện miền Nam, thể hiện qua cuộc thi ảnh ""50 năm vượt nắng thắng mưa - thắp sáng khát vọng thịnh vượng"".","Cuộc thi do báo Dân trí phối hợp Tổng công ty Điện lực miền Nam (EVNSPC) tổ chức, đã diễn ra hơn 3 tuần. Số lượng bài thi tăng dần qua từng tuần. Nét đẹp của công nhân ngành điện miền Nam qua nỗ lực, sáng tạo, cống hiến, hy sinh trong lao động, sản xuất; những đổi mới trong hoạt động sản xuất kinh doanh; thể hiện phong cách, thái độ phục vụ tận tâm, chuyên nghiệp đối với khách hàng, đối tác; nét đẹp gắn với cuộc sống đời thường... đã được thể hiện muôn hình muôn vẻ ở các bài thi. Nhiều góc ảnh đa dạng, tái hiện chân thật công việc thường nhật của người thợ điện - khi căng mình trên không trung, lúc bôn ba nơi hải đảo, vùng sâu, thắp sáng mọi đường quê, thôn xóm. Những chú ""ong thợ"" có nhiều việc cần làm trên độ cao hàng chục mét, đó không chỉ vệ sinh sứ cách điện, sửa chữa điện trên đường dây đang mang điện mà còn lắp thu lôi chống sét, bảo dưỡng định kỳ, khắc phục sự cố… Bài thi ""Sửa chữa điện nóng hotline - Giải pháp nâng cao độ tin cậy cung cấp điện"" của tác giả Mai Đào An Duy. Công nhân lắp thu lôi chống sét ở trụ điện cao thế Bình Dương, bài dự thi của tác giả Võ Văn Bông. Công nhân EVNSPC Bình Thuận làm vệ sinh thiết bị điện theo định kỳ, tác phẩm của tác giả Đỗ Hữu Tuấn. Tình yêu nghề của những người thợ điện miền Nam được khắc họa sống động qua nhiều bức ảnh. Bài thi của tác giả Nguyễn Ngọc Tuấn ""Ánh mắt nghề điện - Vững chắc niềm tin"" tái hiện hình ảnh công nhân Điện lực trên đảo Lại Sơn (Kiên Giang), không chỉ mang trên vai nhiệm vụ duy trì nguồn sáng cho đảo xa, mà còn mang theo niềm tin của người dân về một hệ thống điện an toàn, ổn định. Với tinh thần trách nhiệm và tay nghề vững vàng, họ là những người giữ lửa thầm lặng, góp phần đưa ánh sáng đến mọi miền. Bài thi ""Ánh mắt nghề điện - Vững chắc niềm tin"" của tác giả Nguyễn Ngọc Tuấn. Điểm chung trong các bài thi là tinh thần làm việc hăng say, tập trung với cường độ cao, bất kể điều kiện thời tiết, địa hình khó khăn. Không ít tác phẩm ghi lại câu chuyện mang điện ra đảo xa, đó là khoảnh khắc yên bình trên đảo Hòn Nghệ (Kiên Giang); hay công trình đường dây 220kV vươn mình ra Kiên Bình - Phú Quốc; đường dây 110kV đến Côn Đảo… Bài thi ""Điện ra đảo Lại Sơn"" của tác giả Nguyễn Đoàn Kết. Theo đó, đường dây 110KV đến với xã đảo Lại Sơn, huyện Kiên Hải, tỉnh Kiên Giang. Điện đã góp phần thay đổi diện mạo khu vực vùng sâu, vùng xa, biên giới, hải đảo. Bài thi của tác giả Nguyễn Anh Tuấn chia sẻ, ngày 15/02/2019 là ""mốc son"" của người dân trên hòn đảo của xã Tiên Hải, TP Hà Tiên, tỉnh Kiên Giang. Từ khi có điện lưới quốc gia, người dân xây dựng khách sạn, nhà nghỉ, phát triển du lịch, mỗi năm thu hút trên 80.000 lượt du khách đến với đảo, doanh thu chiếm hơn 40% tổng doanh thu của toàn xã. Các tác phẩm đăng tải trên chuyên trang cuộc thi ảnh ""50 năm vượt nắng thắng mưa - thắp sáng khát vọng thịnh vượng"" nhận nhiều tương tác từ độc giả, cùng sự đồng cảm, sẻ chia với những nỗi vất vả của người thợ điện. Cuộc thi diễn ra đến hết ngày 29/4. Một bài dự thi hợp lệ sẽ gồm tối đa 5 bức ảnh, tối thiểu là 1 ảnh. Định dạng ảnh: JPG, JPEG, PNG. Dung lượng mỗi ảnh tối đa 5Mb, kích cỡ ngang tối thiểu 3.000pixel. Tác phẩm dự thi chỉ hợp lệ khi đảm bảo nội dung thuộc chủ đề, chính xác về địa điểm, con người EVNSPC (tại 21 tỉnh, thành phía Nam từ Ninh Thuận đến Cà Mau, các huyện đảo: Trường Sa, Phú Quý, Côn Đảo, Phú Quốc, Kiên Hải; công trình điện 220kV Kiên Bình - Phú Quốc; các công trình lưới điện 110kV trở xuống). Nếu chụp thợ điện thao tác trên lưới, cần lưu ý, thợ điện phải mặc áo cam, bảo hộ đầy đủ: đeo dây an toàn, găng tay, giày bảo hộ, mũ trắng có logo EVN/EVNSPC. Xem thể lệ cuộc thi tại đây. Tổng giải thưởng 100 triệu đồng, bao gồm: 1 Giải nhất: 20 triệu đồng; 2 Giải nhì: 12 triệu đồng/giải; 3 Giải ba: 7 triệu đồng/giải; 10 Giải khuyến khích: 3 triệu đồng/giải; 5 Giải bình chọn: 1 triệu đồng/giải. Các tác phẩm gửi về sẽ được đăng tải ở chuyên trang cuộc thi trên báo Dân trí và Fanpage EVNSPC. Độc giả sẽ bình chọn trực tuyến những bức ảnh yêu thích. Điểm xét giải là tổng điểm tương tác của tác phẩm dự thi tại chuyên trang cuộc thi trên báo Dân trí và Fanpage EVNSPC (40% số điểm) và điểm số từ Ban giám khảo (60% số điểm). Từ chỗ chỉ khoảng 2,5% số hộ dân có điện ngày đầu tiếp quản, sau 50 năm (tính đến hết quý IV/2024), EVNSPC cấp điện đến 100% xã, phường, thị trấn, số hộ dân có điện đạt tỷ lệ 99,9%; trong đó, số hộ dân nông thôn có điện đạt tỷ lệ 99,82%. Điện đã thắp sáng các phum, sóc, thôn, bản; vượt sóng thắp sáng tận các hòn đảo xa xôi vùng cực Nam tổ chức; đến với đồng bào Khmer, Churu, Cơ Tu, Chăm… tại các thôn buôn Tây Nguyên, khu vực Tây Nam Bộ, tạo tiền đề giúp người dân cải thiện đời sống, vươn lên thoát nghèo. Điện cũng là động lực, chắp cánh để Nam Bộ hình thành các vùng kinh tế trọng điểm, năng động của cả nước, thúc đẩy thu hút đầu tư nước ngoài; tạo đà cho công nghiệp, nông nghiệp, du lịch… phát triển mạnh mẽ. EVNSPC đang cấp điện cho 5/12 huyện đảo trên cả nước; trong đó có 3 đảo cấp điện bằng nguồn tại chỗ gồm Phú Quý, Côn Đảo, Trường Sa. Các huyện Kiên Hải, Phú Quốc (Kiên Giang) đều đã được cấp điện lưới quốc gia. Từ hệ thống lưới điện manh mún, nhỏ lẻ ngày đầu tiếp quản, EVNSPC không ngừng đầu tư, phát triển hệ thống lưới điện. Đến nay, tổng công ty đang quản lý, vận hành an toàn 6.559,8km đường dây 110kV và 70.028,8km đường dây 220kV. Tổng công ty ghi dấu ấn trên những công trình mang tính biểu tượng như: Dự án cáp ngầm 110 kV xuyên biển Hà Tiên - Phú Quốc - tuyến cáp ngầm lớn nhất Đông Nam Á; đường dây 220kV Kiên Bình - Phú Quốc - đường dây vượt biển dài nhất Đông Nam Á… EVNSC không ngừng ứng dụng thành tựu của cuộc cách mạng công nghiệp lần thứ 4, công nghệ số vào mọi hoạt động như: hệ thống SCADA, tự động hóa lưới điện, sửa chữa điện trên đường dây đang mang điện (hotline), trí tuệ nhân tạo, công tơ điện tử; các phần mềm trong quản trị doanh nghiệp như D-OFFICE, CMIS, ERP,… Đến nay, 100% dịch vụ điện được cung cấp trực tuyến ở mức độ 4 tại Cổng Dịch vụ công quốc gia, Trung tâm Hành chính công và Cổng dịch vụ công của các tỉnh, thành phố. Tổng công ty cũng đã xây dựng, phát triển hệ thống chăm sóc khách hàng đa kênh tiên tiến, hiện đại, phù hợp với xu thế chuyển đối số như: Tổng đài, email, website, Zalo, ứng dụng CSKH EVNSPC,… tiếp nhận và giải quyết các yêu cầu của khách hàng mọi lúc, mọi nơi.","Tue Apr 01 08:30:00 ICT 2025","Trường Thịnh"
