"url","title","description","content","publishTime","author"
"https://dantri.com.vn/xa-hoi/danh-gia-trang-thai-thi-hai-chu-tich-ho-chi-minh-hang-nam-va-dinh-ky-10-nam-20250403104012515.htm","Đánh giá trạng thái thi hài Chủ tịch Hồ Chí Minh hàng năm và định kỳ 10 năm","(Dân trí) - Pháp lệnh Quản lý, bảo vệ Khu Di tích Lăng Chủ tịch Hồ Chí Minh nêu rõ việc kiểm tra, đánh giá trạng thái thi hài Chủ tịch Hồ Chí Minh được thực hiện hằng năm, định kỳ 10 năm hoặc đột xuất.","Sáng 3/4, Văn phòng Chủ tịch nước tổ chức họp báo công bố lệnh của Chủ tịch nước về Pháp lệnh Quản lý, bảo vệ Khu Di tích Lăng Chủ tịch Hồ Chí Minh. Pháp lệnh gồm 6 chương, 32 điều, được Ủy ban Thường vụ Quốc hội thông qua ngày 13/3 và sẽ có hiệu lực từ 19/5. Thiếu tướng Phạm Hải Trung, Tư lệnh Bộ Tư lệnh Bảo vệ Lăng, nhấn mạnh công tác quản lý, bảo vệ Khu Di tích Lăng Chủ tịch Hồ Chí Minh là nhiệm vụ có tính chất đặc thù, vừa phải đảm bảo tuyệt đối an toàn thi hài Chủ tịch Hồ Chí Minh, bảo vệ công trình Lăng, vừa thực hiện đón tiếp nhân dân và khách quốc tế đến viếng Bác và tham quan khu vực, tuyên truyền, phát huy ý nghĩa chính trị, lịch sử - văn hóa của Khu Di tích này. Thiếu tướng Phạm Hải Trung, Tư lệnh Bộ Tư lệnh Bảo vệ Lăng Chủ tịch Hồ Chí Minh (Ảnh: Đức Tuân/VGP). Lăng Chủ tịch Hồ Chí Minh là công trình đặc biệt, yêu cầu kỹ thuật đặc thù, có nhiều thiết bị đơn chiếc, sản xuất theo đặt hàng từ nước ngoài. Trong trường hợp tình hình thế giới có biến động, việc nhập khẩu vật tư, trang thiết bị, đào tạo nhân lực ở nước ngoài gặp không ít khó khăn. Vì vậy, việc xây dựng, ban hành Pháp lệnh Quản lý, bảo vệ Khu Di tích Lăng Chủ tịch Hồ Chí Minh là hết sức cần thiết để thể chế hóa quan điểm, chủ trương của Đảng, Nhà nước về giữ gìn lâu dài, bảo vệ tuyệt đối an toàn thi hài Chủ tịch Hồ Chí Minh và quản lý, bảo vệ Khu Di tích Lăng Chủ tịch Hồ Chí Minh. Thông tin về một số nội dung trọng tâm của Pháp lệnh, Thiếu tướng Trung cho biết Khu Di tích Lăng Chủ tịch Hồ Chí Minh là các công trình, khu vực có giá trị chính trị, lịch sử - văn hóa, quốc phòng, an ninh đặc biệt của quốc gia bao gồm: Lăng Chủ tịch Hồ Chí Minh và Quảng trường Ba Đình; Đài tưởng niệm các Anh hùng liệt sĩ; Khu Di tích K9; Công trình hỗ trợ, phục vụ giữ gìn lâu dài, bảo vệ tuyệt đối an toàn thi hài Chủ tịch Hồ Chí Minh. Về giữ gìn lâu dài, bảo vệ tuyệt đối an toàn thi hài Chủ tịch Hồ Chí Minh, Tư lệnh Bộ Tư lệnh Bảo vệ Lăng nhấn mạnh giữ gìn lâu dài, bảo vệ tuyệt đối an toàn thi hài Chủ tịch Hồ Chí Minh bao gồm hoạt động y tế - kỹ thuật giữ gìn lâu dài, bảo vệ tuyệt đối an toàn thi hài Chủ tịch Hồ Chí Minh; hoạt động khoa học và công nghệ trong giữ gìn lâu dài, bảo vệ tuyệt đối an toàn thi hài; kiểm tra, đánh giá trạng thái thi hài. Điều 11 của Pháp lệnh quy định nội dung kiểm tra, đánh giá trạng thái thi hài Chủ tịch Hồ Chí Minh bao gồm: Kiểm tra, đánh giá thường xuyên hằng năm và kiểm tra, đánh giá định kỳ 10 năm hoặc đột xuất. Hội đồng quốc gia kiểm tra, đánh giá trạng thái thi hài Chủ tịch Hồ Chí Minh do Thủ tướng quyết định thành lập, có nhiệm vụ kiểm tra, đánh giá trạng thái thi hài Chủ tịch Hồ Chí Minh để kiến nghị, đề xuất với Thủ tướng về giải pháp khoa học và công nghệ trong giữ gìn lâu dài, bảo vệ tuyệt đối an toàn thi hài Chủ tịch Hồ Chí Minh. Điều 30 của Pháp lệnh quy định ưu tiên bố trí ngân sách Nhà nước để thực hiện các nhiệm vụ giữ gìn lâu dài, bảo vệ tuyệt đối an toàn thi hài Chủ tịch Hồ Chí Minh; Nâng cấp, hiện đại hóa hệ thống trang thiết bị kỹ thuật các công trình, khu vực thuộc Khu Di tích Lăng; Bảo đảm an ninh, an toàn Khu Di tích Lăng... Pháp lệnh cũng nêu rõ việc ưu tiên thu hút, tuyển chọn, tuyển dụng người có tài năng, nhà khoa học có chuyên môn sâu, học viên, sinh viên tốt nghiệp loại xuất sắc và có đủ các tiêu chuẩn quy định vào lực lượng trực tiếp quản lý, bảo vệ Khu Di tích Lăng Chủ tịch Hồ Chí Minh.","Thu Apr 03 11:57:23 ICT 2025","Hoài Thu"
