"url","title","description","content","publishTime","author"
"https://dantri.com.vn/xa-hoi/yen-bai-trao-giai-thuong-sang-tac-quang-ba-chu-de-hoc-tap-va-lam-theo-tu-tuong-dao-duc-phong-cach-ho-chi-minh-20250116092616222.htm","Yên Bái trao Giải thưởng sáng tác, quảng bá chủ đề ""Học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh""","Chiều 14/1, tại Yên Bái đã diễn ra Lễ trao Giải thưởng sáng tác, quảng bá các tác phẩm văn học, nghệ thuật, báo chí về chủ đề ""Học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh""; Giải Báo chí về xây dựng Đảng tỉnh Yên Bái.","Tham dự buổi lễ có đồng chí Tạ Văn Long - Phó Bí thư Thường trực Tỉnh ủy, Chủ tịch HĐND tỉnh; đồng chí Nguyễn Minh Tuấn - Ủy viên Ban Thường vụ Tỉnh ủy, Trưởng ban Tuyên giáo Tỉnh ủy, Trưởng Ban Tổ chức Giải thưởng; đồng chí Hoàng Thị Vĩnh - Ủy viên Ban Thường vụ Tỉnh ủy, Trưởng Ban Dân vận Tỉnh ủy. Đối với đợt 2 Giải thưởng sáng tác, quảng bá tác phẩm văn học, nghệ thuật, báo chí về chủ đề ""Học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh"" giai đoạn 2023 - 2025, toàn tỉnh Yên Bái có 12 đơn vị tham dự giải với 1.113 tác phẩm thuộc nhiều thể loại. Trong đó, lĩnh vực văn học, nghệ thuật có 991 tác phẩm của 190 tác giả, nhóm tác giả; lĩnh vực báo chí thu nhận gần 122 tác phẩm báo in, báo điện tử, phát thanh, truyền hình. Các tác phẩm tham gia giải thưởng đã đáp ứng nội dung chủ đề do Ban Tổ chức đề ra; thể loại, hình thức phong phú, đa dạng; nhiều tác phẩm có chất lượng khá cao; thể hiện rõ vai trò, ý nghĩa, tầm quan trọng của tư tưởng, đạo đức, phong cách Hồ Chí Minh và những cống hiến của Người đối với sự nghiệp cách mạng, với đất nước và dân tộc Việt Nam; khẳng định tình cảm, lòng biết ơn của cán bộ, đảng viên và nhân dân đối với Đảng, với Bác Hồ. Đối với Giải báo chí về xây dựng Đảng tỉnh Yên Bái năm 2024, với tổng số hơn 500 tác phẩm dự thi (tăng 200 tác phẩm so với năm 2023), qua sơ loại, có 330 tác phẩm thuộc 5 thể loại được đưa vào xét chọn. Phó Bí thư Thường trực Tỉnh ủy Tạ Văn Long trao giải A Giải Báo chí về xây dựng Đảng tỉnh Yên Bái năm 2024 cho các tác giả. Nhìn chung, hầu hết các tác phẩm dự thi có đề tài tương đối phong phú, bám sát thể lệ của giải. Nhiều tác giả đã thể hiện tâm huyết trong việc lựa chọn, dẫn dắt đề tài, khai thác những điểm sáng trong công tác chỉ đạo, điều hành của tỉnh; phản ánh khá sinh động việc nêu gương của cán bộ, đảng viên, đặc biệt là vai trò gương mẫu, đi đầu, dám nghĩ, dám làm, hết lòng vì lợi ích chung của người đứng đầu cơ quan, đơn vị, địa phương; kịp thời tôn vinh, cổ vũ những tập thể, cá nhân điển hình tiên tiến. Việc tổ chức 2 giải thưởng Sáng tác, quảng bá các tác phẩm văn học, nghệ thuật, báo chí viết về chủ đề ""Học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh và Giải Búa liềm vàng tỉnh Yên Bái đã tạo ra phong trào thiết thực, động viên, khích lệ các tác giả có thêm động lực, tinh thần sáng tạo, tham gia sáng tác các tác phẩm về công tác xây dựng Đảng, xây dựng hệ thống chính trị, đẩy mạnh học tập và làm theo Bác. Tại Lễ trao giải, Ban tổ chức đã khen thưởng cho 9 tập thể và 7 cá nhân có thành tích tiêu biểu trong hoạt động quảng bá các tác phẩm văn học, nghệ thuật, báo chí về chủ đề ""Học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh"" và trao giải cho 44 tác phẩm, trong đó có 2 giải A; 8 giải B; 11 giải C; 23 giải Khuyến khích. Tác phẩm ""Thi đua làm theo lời Bác dạy - Chào mừng 65 năm ngày Bác Hồ thăm Yên Bái (25/9/1958- 25/9/2023)"", thể loại nghệ thuật của tác giả Thi Nguyễn - Bá Siếu và tác phẩm ""Chị Nữ"" thể loại văn học của tác giả Nguyễn Hiền Lương - Hội Liên hiệp Văn học nghệ thuật tỉnh xuất sắc giành giải A. Đối với Giải Báo chí về xây dựng Đảng tỉnh Yên Bái năm 2024, Ban tổ chức đã khen thưởng cho 6 tập thể có thành tích xuất sắc trong quá trình phát động, triển khai Giải tại cơ sở. Đồng thời, trao giải cho 30 tác phẩm chất lượng cao. Trong đó, giải A thuộc về tác phẩm ""Xây dựng chi bộ trong sạch, vững mạnh ở vùng dân tộc thiểu số huyện Văn Chấn"" (loạt bài 4 kỳ), thể loại báo in của nhóm tác giả Quang Thắng, Xuân Thành, Việt Hà, Anh Minh - Báo Quân đội Nhân dân và tác phẩm ""Dấu ấn của một cán bộ gần dân, sát dân"", thể loại truyền hình của nhóm tác giả Nguyễn Trung Dũng, Nguyễn Văn Minh, Nguyễn Tuấn Nghĩa (Đài PTTH tỉnh Yên Bái). Tại buổi lễ, đồng chí Nguyễn Minh Tuấn - Trưởng Ban Tuyên giáo Tỉnh ủy đã phát động hưởng ứng Giải báo chí về xây dựng Đảng tỉnh Yên Bái năm 2025; Giải thưởng sáng tác, quảng bá các tác phẩm văn học, nghệ thuật, báo chí về chủ đề ""Học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh"" trong giai đoạn tiếp theo. Thanh Chi - Hoài Văn","Thu Jan 16 09:26:20 ICT 2025","Hoàng Yến"
