"url","title","description","content","publishTime","author"
"https://dantri.com.vn/giao-duc/doi-ban-truong-lang-cung-vao-doi-tuyen-thi-olympic-toan-hoc-quoc-te-20250405101727134.htm","Đôi bạn trường làng cùng vào đội tuyển thi Olympic toán học quốc tế","(Dân trí) - Trần Minh Hoàng và Võ Trọng Khải từng học chung một lớp tại Trường THCS Nguyễn Trãi, huyện Nghi Xuân, Hà Tĩnh, vừa được lựa chọn tham dự Olympic toán học quốc tế.","Bộ Giáo dục và Đào tạo mới đây đã công bố 6 thí sinh được lựa chọn tham dự Olympic toán học quốc tế (IMO) 2025. 6 thí sinh này gồm: Trần Minh Hoàng (lớp 12, Trường THPT Chuyên Hà Tĩnh); Võ Trọng Khải (lớp 12, Trường THPT Chuyên Phan Bội Châu, tỉnh Nghệ An); Nguyễn Đình Tùng (lớp 11, Đại học Quốc gia Hà Nội); Trương Thanh Xuân (lớp 11, tỉnh Bắc Ninh); Nguyễn Đăng Dũng (lớp 12, Đại học Quốc gia Hà Nội) và Lê Phan Đức Mân (lớp 12, TPHCM). Danh sách đội tuyển Olympic toán học quốc tế năm 2025 (Ảnh: Cổng thông tin Bộ Giáo dục và Đào tạo). Đôi bạn có thành tích đáng nể Trao đổi với phóng viên Dân trí, bà Nguyễn Thị Hải Lương, Hiệu trưởng Trường THCS Nguyễn Trãi (huyện Nghi Xuân, Hà Tĩnh), cho biết, trong số các thí sinh nêu trên có 2 em là cựu học sinh của nhà trường. Theo đó, nam sinh Trần Minh Hoàng và Võ Trọng Khải là cựu học sinh lớp 9E, Trường THCS Nguyễn Trãi. Khải sinh ra tại xã ven biển Xuân Hội, huyện Nghi Xuân, bố mẹ làm kinh doanh. Nam sinh đam mê với môn toán từ nhỏ. Trong kỳ thi tuyển sinh vào lớp 10 Trường THPT Chuyên Phan Bội Châu (Nghệ An) năm 2022, Khải đạt 20/20 điểm môn chuyên toán. Qua đó, nam sinh xuất sắc trở thành 1 trong 5 thí sinh đạt điểm tuyệt đối môn chuyên và là thí sinh duy nhất đạt điểm tuyệt đối đầu vào lớp chuyên toán của ngôi trường danh giá này (4 bạn còn lại vào lớp chuyên tin). Trong suốt quá trình học tập, Khải đạt được nhiều thành tích ấn tượng như: Huy chương Vàng kỳ thi tìm kiếm tài năng toán học trẻ (MYTS) năm 2019; Huy chương Vàng kỳ thi toán quốc tế (AMO) năm 2019 và năm 2021; Huy chương Vàng kỳ thi kỳ thi đánh giá năng lực toán tiếng Anh toàn cầu (SEAMO) năm 2019; giải Bạc cuộc thi Olympic hình học Iran lần thứ 7 năm 2020… Võ Trọng Hải (bên trái) và Trần Minh Hoàng tại lễ tổng kết, chia tay Trường THCS Nguyễn Trãi năm 2022 (Ảnh: Nhà trường cung cấp). Còn Trần Minh Hoàng (lớp 12, Trường THPT Chuyên Hà Tĩnh) sinh ra tại xã Xuân Thành, huyện Nghi Xuân, có bố mẹ đều là giáo viên. Cũng giống như người bạn học năm xưa của mình, Hoàng bộc lộ năng khiếu về toán học từ nhỏ và đã chinh phục nhiều giải thưởng tại các kỳ thi toán học quốc tế như: Huy chương Vàng kỳ thi Olympic toán tiếng Anh (SEAMO) năm 2019; Huy chương Bạc kỳ thi Olympic toán Singapore (SMO) năm 2019; Huy chương Vàng kỳ thi Olympic toán Singapore và các nước châu Á (SASMO) năm 2019; giải đặc biệt cuộc thi tìm kiếm tài năng toán học trẻ (MYTS) năm 2019; Huy chương Vàng kỳ thi Olympic hình học Iran khối Intermediate năm 2022... Trần Minh Hoàng từng tham gia Olympic toán học quốc tế năm 2024 và đạt huy chương Bạc. Với thành tích nêu trên, nam sinh sau đó được tặng thưởng Huân chương Lao động hạng Ba của Chủ tịch nước năm 2024. Hồi tháng 2 vừa qua, Trần Minh Hoàng được đề cử Giải thưởng Gương mặt trẻ Việt Nam tiêu biểu do Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh tổ chức. Huế có 3 thí sinh vào đội tuyển quốc gia dự thi Olympic quốc tế và khu vực Theo kết quả kỳ thi chọn đội tuyển quốc gia dự thi Olympic quốc tế và khu vực năm 2025 đã được Bộ Giáo dục và Đào tạo công bố, thành phố Huế có 3 thí sinh lọt top đầu. Cả 3 thí sinh này đều đến từ Trường THPT Chuyên Quốc học Huế. Thầy giáo Nguyễn Phú Thọ, Hiệu trưởng Trường THPT chuyên Quốc học Huế, cho biết, trong kỳ thi lựa chọn đội tuyển, nhà trường có 4 học sinh dự thi, các môn sinh học và vật lý. Kết quả, có 3 học sinh được chọn tham gia đội tuyển quốc gia dự thi Olympic quốc tế và khu vực với số điểm khá cao. Các thí sinh Trường THPT Chuyên Quốc học Huế tại kỳ thi chọn đội tuyển quốc gia dự thi Olympic quốc tế và khu vực (Ảnh: Nhà trường cung cấp). Bùi Hoàng Đại Dương được lựa chọn tham dự Olympic sinh học quốc tế; Trần Trung Hiếu và Trần Lê Thiện Nhân được lựa chọn tham dự Olympic vật lý châu Á. Đến nay, Bộ Giáo dục và Đào tạo chưa công bố điểm thi nhưng theo danh sách đội các đội tuyển, 3 thí sinh của Huế đều ở các vị trí nhất, nhì, ba. Theo thầy giáo Nguyễn Phú Thọ, tại kỳ thi học sinh giỏi quốc gia năm học 2024-2025, các thí sinh Đại Dương, Trung Hiếu, Thiện Nhân đều đạt giải nhì trong các môn thi của mình. Đặc biệt, Bùi Hoàng Đại Dương là một trong những gương mặt tiêu biểu của Trường THPT Chuyên Quốc học Huế. Năm lớp 10, Dương đạt giải ba môn sinh học tại kỳ thi học sinh giỏi quốc gia, đến năm lớp 11 đạt giải nhất. Năm 2024, cả Trung Hiếu và Đại Dương đều lọt vào vòng thi thứ 2 đi dự thi Olympic. Thầy Thọ cho biết, trong những năm qua, Trường THPT Chuyên Quốc học Huế đã đạt được nhiều thành quả trong các kỳ thi học sinh giỏi quốc gia, Olympic quốc tế và khu vực. Đến nay, trường đoạt 24 giải quốc tế và châu Á - Thái Bình Dương; trong đó, có 4 huy chương vàng, 9 huy chương bạc, 6 huy chương đồng và 5 bằng khen. Nhà trường đã ""sưu tập"" đủ bộ huy chương quốc tế của tất cả 5 môn được tổ chức thi là toán, vật lý, hóa học, sinh học và tin học.","Sun Apr 06 06:00:00 ICT 2025","Dương Nguyên và Vi Thảo"
