"url","title","description","content","publishTime","author"
"https://dantri.com.vn/giai-tri/dan-anh-trai-vuot-ngan-chong-gai-bieu-dien-tai-vtv-countdown-2025-20241228163541549.htm","Dàn ""Anh trai vượt ngàn chông gai"" biểu diễn tại VTV Countdown 2025","(Dân trí) - Chương trình VTV Countdown 2025 gồm các tiết mục nghệ thuật đặc sắc, quy tụ những nghệ sĩ nổi tiếng như: Thanh Lam, Tùng Dương, Soobin Hoàng Sơn, (S)TRONG Trọng Hiếu, ST Sơn Thạch…","VTV Countdown 2025 với chủ đề Việt Nam chào ngày mới do Ban Văn nghệ, Đài Truyền hình Việt Nam tổ chức thực hiện, có sự phối hợp với UBND thành phố Hải Phòng, UBND tỉnh Thừa Thiên Huế sẽ được phát sóng trực tiếp trên VTV1 từ 22h10 ngày 31/12/2024 đến 0h15 ngày 1/1/2025. Chương trình được thực hiện tại 5 điểm cầu: Trường quay S9 Đài Truyền hình Việt Nam; quảng trường Đông Kinh Nghĩa Thục (TP Hà Nội); quảng trường Nhà hát TP Hải Phòng; giao lộ đường Văn Tiến Dũng - Võ Nguyên Giáp (TP Huế); phố đi bộ Nguyễn Huệ (TPHCM). (S)TRONG Trọng Hiếu và nhiều nghệ sĩ biểu diễn trong chương trình (Ảnh: VTV). Đây là lần đầu tiên VTV kết nối trực tiếp với các sân khấu nghệ thuật của nhiều địa phương, hứa hẹn tạo ra dấu ấn cảm xúc đáng nhớ trong thời khắc đặc biệt của năm. Các điểm cầu được thiết kế độc đáo với hệ thống âm thanh, ánh sáng và công nghệ hiện đại, tạo nên những màn trình diễn mãn nhãn. Tham gia biểu diễn trong chương trình, ngoài dàn Anh trai vượt ngàn chông gai như: Soobin Hoàng Sơn, (S)TRONG Trọng Hiếu, ST Sơn Thạch… còn có NSND Thanh Lam, ca sĩ Tùng Dương, ban nhạc Bức Tường, Isaac, Đông Hùng… Đảm nhận vị trí dẫn chương trình ở các đầu cầu có: MC Sơn Lâm, Thùy Linh, Anh Tuấn, Mỹ Lan, Hoàng Liên Thủy và Ban Mai. Xen kẽ giữa các tiết mục nghệ thuật là những phóng sự đặc sắc, kể lại các câu chuyện về nghị lực, sự đoàn kết. Mỗi câu chuyện đều mang đến thông điệp tích cực về hành trình không ngừng đổi mới và phát triển tại Quảng Ninh, Làng Nủ (Lào Cai), Buôn Ma Thuột (Đắk Lắk), Huế (Thừa Thiên-Huế), Thành phố Hồ Chí Minh, Dubai. Soobin Hoàng Sơn cũng góp mặt trong chương trình (Ảnh: VTV). Chương trình cũng ghi nhận không khí tưng bừng, sôi động đón chào năm mới của người dân tại các điểm cầu. Người dân sẽ cùng đếm ngược trong thời khắc chuyển giao giữa năm cũ và năm mới. Chương trình truyền tải thông điệp về niềm tin - đoàn kết - hy vọng - phát triển, khẳng định sức mạnh, khát vọng vươn lên của người dân Việt Nam, thể hiện tinh thần lạc quan, sẵn sàng bắt đầu một hành trình mới, nơi những khó khăn đã qua trở thành động lực cho những bước tiến đáng tự hào…","Sat Dec 28 16:58:00 ICT 2024","Hà Thanh"
